t dd no-dd
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
2.000000000000000000e+00 1.060425949096679688e+01 1.397127151489257812e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
3.000000000000000000e+00 8.606772422790527344e+00 1.310597324371337891e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
4.000000000000000000e+00 7.977067470550537109e+00 1.235537242889404297e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
5.000000000000000000e+00 7.454581260681152344e+00 1.171113967895507812e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
6.000000000000000000e+00 7.293271064758300781e+00 1.114046287536621094e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
7.000000000000000000e+00 6.979448795318603516e+00 1.064597797393798828e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
8.000000000000000000e+00 7.020058155059814453e+00 1.022003269195556641e+01
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
9.000000000000000000e+00 6.702642440795898438e+00 9.847248077392578125e+00
1.000000000000000000e+01 6.943768501281738281e+00 9.510579109191894531e+00
1.000000000000000000e+01 6.943768501281738281e+00 9.510579109191894531e+00
1.000000000000000000e+01 6.943768501281738281e+00 9.510579109191894531e+00
1.000000000000000000e+01 6.943768501281738281e+00 9.510579109191894531e+00
1.000000000000000000e+01 6.943768501281738281e+00 9.510579109191894531e+00
1.000000000000000000e+01 6.943768501281738281e+00 9.510579109191894531e+00
1.100000000000000000e+01 6.530245304107666016e+00 9.218782424926757812e+00
1.100000000000000000e+01 6.530245304107666016e+00 9.218782424926757812e+00
1.100000000000000000e+01 6.530245304107666016e+00 9.218782424926757812e+00
1.100000000000000000e+01 6.530245304107666016e+00 9.218782424926757812e+00
1.100000000000000000e+01 6.530245304107666016e+00 9.218782424926757812e+00
1.100000000000000000e+01 6.530245304107666016e+00 9.218782424926757812e+00
1.200000000000000000e+01 7.234036922454833984e+00 8.956623077392578125e+00
1.200000000000000000e+01 7.234036922454833984e+00 8.956623077392578125e+00
1.200000000000000000e+01 7.234036922454833984e+00 8.956623077392578125e+00
1.200000000000000000e+01 7.234036922454833984e+00 8.956623077392578125e+00
1.200000000000000000e+01 7.234036922454833984e+00 8.956623077392578125e+00
1.300000000000000000e+01 6.557287693023681641e+00 8.718670845031738281e+00
1.300000000000000000e+01 6.557287693023681641e+00 8.718670845031738281e+00
1.300000000000000000e+01 6.557287693023681641e+00 8.718670845031738281e+00
1.300000000000000000e+01 6.557287693023681641e+00 8.718670845031738281e+00
1.300000000000000000e+01 6.557287693023681641e+00 8.718670845031738281e+00
1.400000000000000000e+01 8.118329048156738281e+00 8.517330169677734375e+00
1.400000000000000000e+01 8.118329048156738281e+00 8.517330169677734375e+00
1.400000000000000000e+01 8.118329048156738281e+00 8.517330169677734375e+00
1.400000000000000000e+01 8.118329048156738281e+00 8.517330169677734375e+00
1.500000000000000000e+01 7.359827041625976562e+00 8.350693702697753906e+00
1.500000000000000000e+01 7.359827041625976562e+00 8.350693702697753906e+00
1.500000000000000000e+01 7.359827041625976562e+00 8.350693702697753906e+00
1.500000000000000000e+01 7.359827041625976562e+00 8.350693702697753906e+00
1.500000000000000000e+01 7.359827041625976562e+00 8.350693702697753906e+00
1.600000000000000000e+01 9.447266578674316406e+00 8.212273597717285156e+00
1.600000000000000000e+01 9.447266578674316406e+00 8.212273597717285156e+00
1.600000000000000000e+01 9.447266578674316406e+00 8.212273597717285156e+00
1.600000000000000000e+01 9.447266578674316406e+00 8.212273597717285156e+00
1.700000000000000000e+01 8.420421600341796875e+00 8.090802192687988281e+00
1.700000000000000000e+01 8.420421600341796875e+00 8.090802192687988281e+00
1.700000000000000000e+01 8.420421600341796875e+00 8.090802192687988281e+00
1.800000000000000000e+01 9.795587539672851562e+00 7.987989425659179688e+00
1.800000000000000000e+01 9.795587539672851562e+00 7.987989425659179688e+00
1.800000000000000000e+01 9.795587539672851562e+00 7.987989425659179688e+00
1.800000000000000000e+01 9.795587539672851562e+00 7.987989425659179688e+00
1.900000000000000000e+01 7.824200630187988281e+00 7.904746055603027344e+00
1.900000000000000000e+01 7.824200630187988281e+00 7.904746055603027344e+00
1.900000000000000000e+01 7.824200630187988281e+00 7.904746055603027344e+00
2.000000000000000000e+01 8.406601905822753906e+00 7.830034732818603516e+00
2.000000000000000000e+01 8.406601905822753906e+00 7.830034732818603516e+00
2.000000000000000000e+01 8.406601905822753906e+00 7.830034732818603516e+00
2.100000000000000000e+01 6.616077423095703125e+00 7.759431362152099609e+00
2.100000000000000000e+01 6.616077423095703125e+00 7.759431362152099609e+00
2.100000000000000000e+01 6.616077423095703125e+00 7.759431362152099609e+00
2.200000000000000000e+01 7.203976631164550781e+00 7.692642211914062500e+00
2.200000000000000000e+01 7.203976631164550781e+00 7.692642211914062500e+00
2.200000000000000000e+01 7.203976631164550781e+00 7.692642211914062500e+00
2.300000000000000000e+01 6.159022808074951172e+00 7.629350662231445312e+00
2.300000000000000000e+01 6.159022808074951172e+00 7.629350662231445312e+00
2.300000000000000000e+01 6.159022808074951172e+00 7.629350662231445312e+00
2.400000000000000000e+01 6.608633518218994141e+00 7.569294452667236328e+00
2.400000000000000000e+01 6.608633518218994141e+00 7.569294452667236328e+00
2.500000000000000000e+01 5.991652011871337891e+00 7.512185096740722656e+00
2.500000000000000000e+01 5.991652011871337891e+00 7.512185096740722656e+00
2.500000000000000000e+01 5.991652011871337891e+00 7.512185096740722656e+00
2.600000000000000000e+01 6.341050624847412109e+00 7.457802772521972656e+00
2.600000000000000000e+01 6.341050624847412109e+00 7.457802772521972656e+00
2.700000000000000000e+01 5.933527946472167969e+00 7.405733108520507812e+00
2.700000000000000000e+01 5.933527946472167969e+00 7.405733108520507812e+00
2.700000000000000000e+01 5.933527946472167969e+00 7.405733108520507812e+00
2.800000000000000000e+01 6.189981460571289062e+00 7.359302520751953125e+00
2.800000000000000000e+01 6.189981460571289062e+00 7.359302520751953125e+00
2.900000000000000000e+01 5.908799648284912109e+00 7.315579891204833984e+00
2.900000000000000000e+01 5.908799648284912109e+00 7.315579891204833984e+00
3.000000000000000000e+01 6.101043224334716797e+00 7.275623321533203125e+00
3.000000000000000000e+01 6.101043224334716797e+00 7.275623321533203125e+00
3.100000000000000000e+01 5.905889511108398438e+00 7.237058162689208984e+00
3.100000000000000000e+01 5.905889511108398438e+00 7.237058162689208984e+00
3.200000000000000000e+01 6.041641235351562500e+00 7.199779033660888672e+00
3.200000000000000000e+01 6.041641235351562500e+00 7.199779033660888672e+00
3.300000000000000000e+01 5.906930923461914062e+00 7.165239334106445312e+00
3.300000000000000000e+01 5.906930923461914062e+00 7.165239334106445312e+00
3.400000000000000000e+01 6.003206253051757812e+00 7.134110927581787109e+00
3.400000000000000000e+01 6.003206253051757812e+00 7.134110927581787109e+00
3.500000000000000000e+01 5.910106182098388672e+00 7.103816986083984375e+00
3.500000000000000000e+01 5.910106182098388672e+00 7.103816986083984375e+00
3.600000000000000000e+01 5.977373123168945312e+00 7.074374198913574219e+00
3.600000000000000000e+01 5.977373123168945312e+00 7.074374198913574219e+00
3.700000000000000000e+01 5.912331104278564453e+00 7.045876979827880859e+00
3.700000000000000000e+01 5.912331104278564453e+00 7.045876979827880859e+00
3.800000000000000000e+01 5.960121631622314453e+00 7.018010139465332031e+00
3.900000000000000000e+01 5.913194656372070312e+00 6.990945816040039062e+00
3.900000000000000000e+01 5.913194656372070312e+00 6.990945816040039062e+00
4.000000000000000000e+01 5.947381973266601562e+00 6.964562892913818359e+00
4.100000000000000000e+01 5.913400173187255859e+00 6.939018726348876953e+00
4.100000000000000000e+01 5.913400173187255859e+00 6.939018726348876953e+00
4.200000000000000000e+01 5.937624931335449219e+00 6.914254665374755859e+00
4.300000000000000000e+01 5.913118362426757812e+00 6.890544414520263672e+00
4.300000000000000000e+01 5.913118362426757812e+00 6.890544414520263672e+00
4.400000000000000000e+01 5.930219173431396484e+00 6.867383480072021484e+00
4.500000000000000000e+01 5.912205219268798828e+00 6.844770431518554688e+00
4.500000000000000000e+01 5.912205219268798828e+00 6.844770431518554688e+00
4.600000000000000000e+01 5.924387931823730469e+00 6.822592735290527344e+00
4.700000000000000000e+01 5.911211490631103516e+00 6.800917148590087891e+00
4.700000000000000000e+01 5.911211490631103516e+00 6.800917148590087891e+00
4.800000000000000000e+01 5.919878482818603516e+00 6.779701709747314453e+00
4.900000000000000000e+01 5.910028457641601562e+00 6.759088039398193359e+00
5.000000000000000000e+01 5.916320800781250000e+00 6.739591598510742188e+00
5.000000000000000000e+01 5.916320800781250000e+00 6.739591598510742188e+00
5.100000000000000000e+01 5.908913135528564453e+00 6.720766544342041016e+00
5.200000000000000000e+01 5.913342475891113281e+00 6.702227592468261719e+00
5.300000000000000000e+01 5.907850265502929688e+00 6.684223175048828125e+00
5.400000000000000000e+01 5.910989284515380859e+00 6.666530132293701172e+00
5.500000000000000000e+01 5.906799793243408203e+00 6.649824142456054688e+00
5.500000000000000000e+01 5.906799793243408203e+00 6.649824142456054688e+00
5.600000000000000000e+01 5.909064769744873047e+00 6.633400917053222656e+00
5.700000000000000000e+01 5.905871391296386719e+00 6.617252349853515625e+00
5.800000000000000000e+01 5.907468795776367188e+00 6.601519584655761719e+00
5.900000000000000000e+01 5.905029296875000000e+00 6.586092472076416016e+00
6.000000000000000000e+01 5.906160831451416016e+00 6.570924758911132812e+00
6.100000000000000000e+01 5.904277801513671875e+00 6.556090831756591797e+00
6.200000000000000000e+01 5.905051231384277344e+00 6.541588783264160156e+00
6.300000000000000000e+01 5.903623580932617188e+00 6.527296543121337891e+00
6.400000000000000000e+01 5.904128551483154297e+00 6.513391017913818359e+00
6.500000000000000000e+01 5.903041362762451172e+00 6.499726772308349609e+00
6.600000000000000000e+01 5.903386116027832031e+00 6.486320972442626953e+00
6.700000000000000000e+01 5.902518749237060547e+00 6.473212718963623047e+00
6.800000000000000000e+01 5.902738571166992188e+00 6.460321426391601562e+00
6.900000000000000000e+01 5.902056217193603516e+00 6.447570800781250000e+00
7.000000000000000000e+01 5.902192592620849609e+00 6.435220718383789062e+00
7.100000000000000000e+01 5.901663303375244141e+00 6.423874378204345703e+00
