epoch bias variance
3.790000000000000000e+02 5.987606421113014221e-01 5.531080614507198900e-01
3.800000000000000000e+02 5.982950478792190552e-01 5.535256564170123461e-01
3.810000000000000000e+02 6.050510928034782410e-01 5.540658580690625001e-01
3.820000000000000000e+02 6.025064140558242798e-01 5.539253717184067227e-01
3.830000000000000000e+02 5.886313691735267639e-01 5.548046239912509670e-01
3.840000000000000000e+02 5.922795832157135010e-01 5.537274496823549885e-01
3.850000000000000000e+02 5.904996320605278015e-01 5.547544223934410823e-01
3.860000000000000000e+02 5.986472442746162415e-01 5.534967052787544972e-01
3.870000000000000000e+02 5.868819653987884521e-01 5.545635971039533096e-01
3.880000000000000000e+02 5.954796522855758667e-01 5.543767626076938626e-01
3.890000000000000000e+02 5.940884873270988464e-01 5.547943911910058201e-01
3.900000000000000000e+02 6.064785867929458618e-01 5.534035577803850803e-01
3.910000000000000000e+02 5.951220095157623291e-01 5.547998520404102685e-01
3.920000000000000000e+02 5.900490656495094299e-01 5.557274573922157401e-01
3.930000000000000000e+02 5.914023965597152710e-01 5.556906146287918791e-01
3.940000000000000000e+02 5.910371020436286926e-01 5.556179143339399218e-01
3.950000000000000000e+02 6.069213300943374634e-01 5.552260564327240466e-01
3.960000000000000000e+02 5.929094403982162476e-01 5.555939229249954314e-01
3.970000000000000000e+02 6.000907421112060547e-01 5.548160457134247991e-01
3.980000000000000000e+02 6.257379576563835144e-01 5.540654360353949315e-01
3.990000000000000000e+02 5.971778407692909241e-01 5.559981954693795636e-01
4.000000000000000000e+02 6.005816087126731873e-01 5.552379425227642606e-01
4.010000000000000000e+02 5.908147618174552917e-01 5.564045560777187704e-01
4.020000000000000000e+02 6.088508293032646179e-01 5.569597866207360859e-01
4.030000000000000000e+02 5.990129783749580383e-01 5.562673997491598410e-01
4.040000000000000000e+02 6.012434437870979309e-01 5.562683850705623101e-01
4.050000000000000000e+02 5.926223844289779663e-01 5.554776409834625284e-01
4.060000000000000000e+02 5.957079306244850159e-01 5.555215374380351179e-01
4.070000000000000000e+02 6.019803509116172791e-01 5.562883449614051123e-01
4.080000000000000000e+02 6.028328090906143188e-01 5.564961907148360254e-01
4.090000000000000000e+02 6.033431291580200195e-01 5.562859415292740195e-01
4.100000000000000000e+02 5.977307781577110291e-01 5.561835372120143006e-01
4.110000000000000000e+02 5.912009328603744507e-01 5.570359246760606675e-01
4.120000000000000000e+02 6.116811111569404602e-01 5.567977482974528769e-01
4.130000000000000000e+02 5.979515984654426575e-01 5.566077568173408707e-01
4.140000000000000000e+02 5.942792221903800964e-01 5.573827384293079668e-01
4.150000000000000000e+02 5.960911214351654053e-01 5.568205965489150255e-01
4.160000000000000000e+02 6.081953272223472595e-01 5.606176476597786174e-01
4.170000000000000000e+02 6.123744398355484009e-01 5.557670125722886656e-01
4.180000000000000000e+02 5.967826619744300842e-01 5.564153245151044480e-01
4.190000000000000000e+02 5.938862562179565430e-01 5.568573150664568594e-01
4.200000000000000000e+02 6.028387546539306641e-01 5.566753398150205978e-01
4.210000000000000000e+02 5.924101769924163818e-01 5.575429284274577846e-01
4.220000000000000000e+02 5.982668623328208923e-01 5.575731672137980155e-01
4.230000000000000000e+02 5.980594977736473083e-01 5.570184296697378024e-01
4.240000000000000000e+02 6.077851951122283936e-01 5.575389040023086551e-01
4.250000000000000000e+02 5.968699753284454346e-01 5.583048154652119344e-01
4.260000000000000000e+02 5.930501893162727356e-01 5.576445775091649626e-01
4.270000000000000000e+02 6.111243367195129395e-01 5.582754161596298337e-01
4.280000000000000000e+02 6.064017638564109802e-01 5.585071484923362917e-01
4.290000000000000000e+02 5.944392085075378418e-01 5.578335790425539287e-01
4.300000000000000000e+02 5.943452715873718262e-01 5.590484196960925356e-01
4.310000000000000000e+02 6.023823022842407227e-01 5.595508444815875393e-01
4.320000000000000000e+02 6.002268940210342407e-01 5.581679322034123203e-01
4.330000000000000000e+02 6.046690270304679871e-01 5.593671980500221075e-01
4.340000000000000000e+02 6.037891581654548645e-01 5.583003014862537583e-01
4.350000000000000000e+02 6.083270460367202759e-01 5.594798186093569159e-01
4.360000000000000000e+02 6.000685095787048340e-01 5.583747906208038625e-01
4.370000000000000000e+02 5.952460169792175293e-01 5.589775157511234216e-01
4.380000000000000000e+02 5.974674895405769348e-01 5.587364776998757776e-01
4.390000000000000000e+02 5.973097905516624451e-01 5.582673902899029095e-01
4.400000000000000000e+02 6.066485643386840820e-01 5.588957706153396821e-01
4.410000000000000000e+02 5.934434011578559875e-01 5.594962409585715335e-01
4.420000000000000000e+02 5.983426794409751892e-01 5.582173828542233984e-01
4.430000000000000000e+02 5.978288650512695312e-01 5.584798738688230291e-01
4.440000000000000000e+02 5.987819731235504150e-01 5.592168875247239823e-01
4.450000000000000000e+02 6.063576787710189819e-01 5.600201287478210332e-01
4.460000000000000000e+02 5.986832752823829651e-01 5.588871543794873276e-01
4.470000000000000000e+02 6.029800772666931152e-01 5.586869816303252634e-01
4.480000000000000000e+02 6.042230799794197083e-01 5.592768331438300322e-01
4.490000000000000000e+02 6.003124713897705078e-01 5.592070790320637919e-01
4.500000000000000000e+02 6.004786416888237000e-01 5.594498074620961603e-01
4.510000000000000000e+02 6.034846305847167969e-01 5.594909560173753071e-01
4.520000000000000000e+02 5.997183322906494141e-01 5.600503878772258304e-01
4.530000000000000000e+02 6.039308160543441772e-01 5.592449623882771448e-01
4.540000000000000000e+02 5.991289615631103516e-01 5.592317679584026813e-01
4.550000000000000000e+02 6.006587147712707520e-01 5.591339823305605528e-01
4.560000000000000000e+02 6.034160777926445007e-01 5.592669741481542944e-01
4.570000000000000000e+02 6.065654531121253967e-01 5.604449810147289490e-01
4.580000000000000000e+02 5.974195674061775208e-01 5.600100597918036271e-01
4.590000000000000000e+02 6.039231494069099426e-01 5.598462367862464539e-01
4.600000000000000000e+02 5.969454795122146606e-01 5.595554065704346769e-01
4.610000000000000000e+02 6.180021315813064575e-01 5.588250146865845203e-01
4.620000000000000000e+02 5.991921946406364441e-01 5.597198221594095191e-01
4.630000000000000000e+02 6.048305854201316833e-01 5.596355981230738408e-01
4.640000000000000000e+02 5.987658277153968811e-01 5.599918805897234897e-01
4.650000000000000000e+02 5.983048453927040100e-01 5.601606390804052538e-01
4.660000000000000000e+02 6.009221374988555908e-01 5.602189521014691032e-01
4.670000000000000000e+02 6.052041277289390564e-01 5.615065773636103152e-01
4.680000000000000000e+02 6.106255427002906799e-01 5.611202013641598541e-01
4.690000000000000000e+02 5.997894331812858582e-01 5.602658193767070527e-01
4.700000000000000000e+02 6.053323075175285339e-01 5.599325506389143392e-01
4.710000000000000000e+02 6.008821651339530945e-01 5.599462125718597250e-01
4.720000000000000000e+02 6.029859483242034912e-01 5.603845365554094293e-01
4.730000000000000000e+02 6.012809053063392639e-01 5.609318837076426867e-01
4.740000000000000000e+02 6.058702915906906128e-01 5.602695750951767195e-01
4.750000000000000000e+02 5.999924093484878540e-01 5.600461651593446888e-01
4.760000000000000000e+02 6.006608158349990845e-01 5.603068595409392838e-01
4.770000000000000000e+02 6.057483628392219543e-01 5.608619959741831806e-01
4.780000000000000000e+02 6.053865328431129456e-01 5.604525746285915488e-01
4.790000000000000000e+02 6.106218323111534119e-01 5.605102203994989374e-01
4.800000000000000000e+02 5.976500883698463440e-01 5.604103846162558078e-01
4.810000000000000000e+02 6.027155295014381409e-01 5.604440479904413408e-01
4.820000000000000000e+02 6.009517982602119446e-01 5.612253093093633183e-01
4.830000000000000000e+02 6.183752939105033875e-01 5.608804232537751844e-01
4.840000000000000000e+02 6.075837314128875732e-01 5.608433768719434109e-01
4.850000000000000000e+02 6.011492535471916199e-01 5.607720796704294131e-01
4.860000000000000000e+02 5.991587191820144653e-01 5.609388881862165110e-01
4.870000000000000000e+02 6.033847779035568237e-01 5.609762506246567249e-01
4.880000000000000000e+02 6.007740274071693420e-01 5.615124703466893852e-01
4.890000000000000000e+02 6.006910949945449829e-01 5.615688209742308867e-01
4.900000000000000000e+02 6.020783185958862305e-01 5.613855541944503535e-01
4.910000000000000000e+02 5.995038300752639771e-01 5.616153977811340070e-01
4.920000000000000000e+02 6.019691154360771179e-01 5.617433115154504275e-01
4.930000000000000000e+02 6.028641983866691589e-01 5.613343221127987670e-01
4.940000000000000000e+02 6.080627888441085815e-01 5.612590099304917146e-01
4.950000000000000000e+02 6.119982749223709106e-01 5.610575069934129466e-01
4.960000000000000000e+02 6.007930561900138855e-01 5.615380592435599283e-01
4.970000000000000000e+02 6.066113784909248352e-01 5.620051608383658248e-01
4.980000000000000000e+02 6.125854775309562683e-01 5.610006359249355423e-01
4.990000000000000000e+02 6.073834672570228577e-01 5.615527216553690693e-01
