sv conv fc
2.998933410644531250e+01 9.888464212417602539e-01 1.489385813474655151e-01
2.997488212585449219e+01 9.883439540863037109e-01 1.522369086742401123e-01
2.994816207885742188e+01 9.885162115097045898e-01 1.511149406433105469e-01
2.993917846679687500e+01 9.878992438316345215e-01 1.550965458154678345e-01
2.992794036865234375e+01 9.889582395553588867e-01 1.481944322586059570e-01
2.992331314086914062e+01 9.886970520019531250e-01 1.499269604682922363e-01
2.990679550170898438e+01 9.887845516204833984e-01 1.493488997220993042e-01
2.986918449401855469e+01 9.887427687644958496e-01 1.496253907680511475e-01
2.984775543212890625e+01 9.888854026794433594e-01 1.486798971891403198e-01
2.984152603149414062e+01 9.884158968925476074e-01 1.517691761255264282e-01
2.982485580444335938e+01 9.883652925491333008e-01 1.520986855030059814e-01
2.980829620361328125e+01 9.882593154907226562e-01 1.527856588363647461e-01
2.979194450378417969e+01 9.892344474792480469e-01 1.463394165039062500e-01
2.978015327453613281e+01 9.878835678100585938e-01 1.551967263221740723e-01
2.975404548645019531e+01 9.880732893943786621e-01 1.539839506149291992e-01
2.974651908874511719e+01 9.887706041336059570e-01 1.494408994913101196e-01
2.973100471496582031e+01 9.884533882141113281e-01 1.515251845121383667e-01
2.971984291076660156e+01 9.893995523452758789e-01 1.452184170484542847e-01
2.967883491516113281e+01 9.891176819801330566e-01 1.471268832683563232e-01
2.965377998352050781e+01 9.877170920372009277e-01 1.562526375055313110e-01
2.965074729919433594e+01 9.876766204833984375e-01 1.565078347921371460e-01
2.963487243652343750e+01 9.892959594726562500e-01 1.459228694438934326e-01
2.961958503723144531e+01 9.893388152122497559e-01 1.456317007541656494e-01
2.959543609619140625e+01 9.875627160072326660e-01 1.572254896163940430e-01
2.957781219482421875e+01 9.891970753669738770e-01 1.465919017791748047e-01
2.956743049621582031e+01 9.883409142494201660e-01 1.522568911314010620e-01
2.956143379211425781e+01 9.888003468513488770e-01 1.492440551519393921e-01
2.954248619079589844e+01 9.884921908378601074e-01 1.512717902660369873e-01
2.953281784057617188e+01 9.883322715759277344e-01 1.523134112358093262e-01
2.949026107788085938e+01 9.883198142051696777e-01 1.523942202329635620e-01
2.947596740722656250e+01 9.885065555572509766e-01 1.511774510145187378e-01
2.946921348571777344e+01 9.887409806251525879e-01 1.496370583772659302e-01
2.944467544555664062e+01 9.880856275558471680e-01 1.539050042629241943e-01
2.943267440795898438e+01 9.881355166435241699e-01 1.535847038030624390e-01
2.942007064819335938e+01 9.880449175834655762e-01 1.541659832000732422e-01
2.939344024658203125e+01 9.878395795822143555e-01 1.554766595363616943e-01
2.939127922058105469e+01 9.883912801742553711e-01 1.519296467304229736e-01
2.934720420837402344e+01 9.876438975334167480e-01 1.567144542932510376e-01
2.933633613586425781e+01 9.881510138511657715e-01 1.534846276044845581e-01
2.932646369934082031e+01 9.882643818855285645e-01 1.527529507875442505e-01
2.931231689453125000e+01 9.872049093246459961e-01 1.594572812318801880e-01
2.928970718383789062e+01 9.887827634811401367e-01 1.493604779243469238e-01
2.927434539794921875e+01 9.886336922645568848e-01 1.503447890281677246e-01
2.926718330383300781e+01 9.884876012802124023e-01 1.513017565011978149e-01
2.924752044677734375e+01 9.881423115730285645e-01 1.535405218601226807e-01
2.922224426269531250e+01 9.891603589057922363e-01 1.468391567468643188e-01
2.921455001831054688e+01 9.880306124687194824e-01 1.542576104402542114e-01
2.920615386962890625e+01 9.875891804695129395e-01 1.570589840412139893e-01
2.918395805358886719e+01 9.882128238677978516e-01 1.530865430831909180e-01
2.916213607788085938e+01 9.884172081947326660e-01 1.517608761787414551e-01
2.915874862670898438e+01 9.884451627731323242e-01 1.515787243843078613e-01
2.914220046997070312e+01 9.875114560127258301e-01 1.575471609830856323e-01
2.911445236206054688e+01 9.877655506134033203e-01 1.559462547302246094e-01
2.911036491394042969e+01 9.888259172439575195e-01 1.490747183561325073e-01
2.908407592773437500e+01 9.882658123970031738e-01 1.527433842420578003e-01
2.906923675537109375e+01 9.882277250289916992e-01 1.529895365238189697e-01
2.906650733947753906e+01 9.878132939338684082e-01 1.556435078382492065e-01
2.904941177368164062e+01 9.887493848800659180e-01 1.495814472436904907e-01
2.903247261047363281e+01 9.886742830276489258e-01 1.500771641731262207e-01
2.901323318481445312e+01 9.882507920265197754e-01 1.528403609991073608e-01
2.899966430664062500e+01 9.882630705833435059e-01 1.527618020772933960e-01
2.897519493103027344e+01 9.882100820541381836e-01 1.531036645174026489e-01
2.896522331237792969e+01 9.883543848991394043e-01 1.521689742803573608e-01
2.894825172424316406e+01 9.887096285820007324e-01 1.498443633317947388e-01
2.892620277404785156e+01 9.880729913711547852e-01 1.539860218763351440e-01
2.890966033935546875e+01 9.881336092948913574e-01 1.535966396331787109e-01
2.889634132385253906e+01 9.878122210502624512e-01 1.556505858898162842e-01
2.886261367797851562e+01 9.883297681808471680e-01 1.523292362689971924e-01
2.885530853271484375e+01 9.881494045257568359e-01 1.534950733184814453e-01
2.883861923217773438e+01 9.878962039947509766e-01 1.551166623830795288e-01
2.882446861267089844e+01 9.882996678352355957e-01 1.525247991085052490e-01
2.880434989929199219e+01 9.880567193031311035e-01 1.540902107954025269e-01
2.879705810546875000e+01 9.879668951034545898e-01 1.546651422977447510e-01
2.878660774230957031e+01 9.881255030632019043e-01 1.536483615636825562e-01
2.878085136413574219e+01 9.875456094741821289e-01 1.573324948549270630e-01
2.876356887817382812e+01 9.884548783302307129e-01 1.515153348445892334e-01
2.874197387695312500e+01 9.883651137351989746e-01 1.520996838808059692e-01
2.873285293579101562e+01 9.886977076530456543e-01 1.499226391315460205e-01
2.871935653686523438e+01 9.877970218658447266e-01 1.557464599609375000e-01
2.869295692443847656e+01 9.881115555763244629e-01 1.537380367517471313e-01
2.867243194580078125e+01 9.879602193832397461e-01 1.547075808048248291e-01
2.866574287414550781e+01 9.877460598945617676e-01 1.560695767402648926e-01
2.866230392456054688e+01 9.879264235496520996e-01 1.549233198165893555e-01
2.864031219482421875e+01 9.877177476882934570e-01 1.562487483024597168e-01
2.863239669799804688e+01 9.875735044479370117e-01 1.571571677923202515e-01
2.859438133239746094e+01 9.876518249511718750e-01 1.566641032695770264e-01
2.857399368286132812e+01 9.884639382362365723e-01 1.514564007520675659e-01
2.857102394104003906e+01 9.885278344154357910e-01 1.510384231805801392e-01
2.855009841918945312e+01 9.876309037208557129e-01 1.567965894937515259e-01
2.853955650329589844e+01 9.874082207679748535e-01 1.581928133964538574e-01
2.852494049072265625e+01 9.878207445144653320e-01 1.555957198143005371e-01
2.850153732299804688e+01 9.870114326477050781e-01 1.606501787900924683e-01
2.848726844787597656e+01 9.872832298278808594e-01 1.589703559875488281e-01
2.845899963378906250e+01 9.885103106498718262e-01 1.511530876159667969e-01
2.844571304321289062e+01 9.880068898200988770e-01 1.544096022844314575e-01
2.844096946716308594e+01 9.878374934196472168e-01 1.554895341396331787e-01
2.842009735107421875e+01 9.879335165023803711e-01 1.548789590597152710e-01
2.840327262878417969e+01 9.879376292228698730e-01 1.548520326614379883e-01
2.838318634033203125e+01 9.879015684127807617e-01 1.550822705030441284e-01
2.837320518493652344e+01 9.878925085067749023e-01 1.551394015550613403e-01
2.835002899169921875e+01 9.879611134529113770e-01 1.547020822763442993e-01
2.832275199890136719e+01 9.880844354629516602e-01 1.539125442504882812e-01
2.830241203308105469e+01 9.870982766151428223e-01 1.601157188415527344e-01
2.829421806335449219e+01 9.874323010444641113e-01 1.580426692962646484e-01
2.828691864013671875e+01 9.876101613044738770e-01 1.569265127182006836e-01
2.826689910888671875e+01 9.876264929771423340e-01 1.568239778280258179e-01
2.825695991516113281e+01 9.877665638923645020e-01 1.559396833181381226e-01
2.824018859863281250e+01 9.882077574729919434e-01 1.531187444925308228e-01
2.821792793273925781e+01 9.878310561180114746e-01 1.555304229259490967e-01
2.819790840148925781e+01 9.873439669609069824e-01 1.585933119058609009e-01
2.818668746948242188e+01 9.870908856391906738e-01 1.601610034704208374e-01
2.818105125427246094e+01 9.864771366119384766e-01 1.638982743024826050e-01
2.814984703063964844e+01 9.867358207702636719e-01 1.623339951038360596e-01
2.812760543823242188e+01 9.870910644531250000e-01 1.601600646972656250e-01
2.811201667785644531e+01 9.877237081527709961e-01 1.562106013298034668e-01
2.810391998291015625e+01 9.872546792030334473e-01 1.591481268405914307e-01
2.808737373352050781e+01 9.870309233665466309e-01 1.605298817157745361e-01
2.807949829101562500e+01 9.875246286392211914e-01 1.574644446372985840e-01
2.806477355957031250e+01 9.874368906021118164e-01 1.580142825841903687e-01
2.804489707946777344e+01 9.884589314460754395e-01 1.514888256788253784e-01
2.801502990722656250e+01 9.878514409065246582e-01 1.554009318351745605e-01
2.799682617187500000e+01 9.869062900543212891e-01 1.612948626279830933e-01
2.798771476745605469e+01 9.880758523941040039e-01 1.539674401283264160e-01
2.797832489013671875e+01 9.871676564216613770e-01 1.596867740154266357e-01
2.796949958801269531e+01 9.879545569419860840e-01 1.547440886497497559e-01
2.795116424560546875e+01 9.882819056510925293e-01 1.526398956775665283e-01
2.793260383605957031e+01 9.871439933776855469e-01 1.598335206508636475e-01
2.792310333251953125e+01 9.876312017440795898e-01 1.567948162555694580e-01
2.791387939453125000e+01 9.873215556144714355e-01 1.587328612804412842e-01
2.788901710510253906e+01 9.871768355369567871e-01 1.596304774284362793e-01
2.787051391601562500e+01 9.875411391258239746e-01 1.573609560728073120e-01
2.785657501220703125e+01 9.869551658630371094e-01 1.609949916601181030e-01
2.783917045593261719e+01 9.872794151306152344e-01 1.589948534965515137e-01
2.781527900695800781e+01 9.873292446136474609e-01 1.586852222681045532e-01
2.779685783386230469e+01 9.877814054489135742e-01 1.558456122875213623e-01
2.778201293945312500e+01 9.872434735298156738e-01 1.592169553041458130e-01
2.776850700378417969e+01 9.871295094490051270e-01 1.599222868680953979e-01
2.775691223144531250e+01 9.876497387886047363e-01 1.566781699657440186e-01
2.775012397766113281e+01 9.876954555511474609e-01 1.563894003629684448e-01
2.772654914855957031e+01 9.873264431953430176e-01 1.587025225162506104e-01
2.771167373657226562e+01 9.874578714370727539e-01 1.578823029994964600e-01
2.770320892333984375e+01 9.871107339859008789e-01 1.600380390882492065e-01
2.767148208618164062e+01 9.870818257331848145e-01 1.602168977260589600e-01
2.765476608276367188e+01 9.867575168609619141e-01 1.622018218040466309e-01
2.764909362792968750e+01 9.873930215835571289e-01 1.582873910665512085e-01
2.763973426818847656e+01 9.876269698143005371e-01 1.568211466073989868e-01
2.761948776245117188e+01 9.872972369194030762e-01 1.588840335607528687e-01
2.760621261596679688e+01 9.872619509696960449e-01 1.591026633977890015e-01
2.758325576782226562e+01 9.882675409317016602e-01 1.527324318885803223e-01
2.757352638244628906e+01 9.872717261314392090e-01 1.590422987937927246e-01
2.753355789184570312e+01 9.875938296318054199e-01 1.570303738117218018e-01
2.751593971252441406e+01 9.870184659957885742e-01 1.606062799692153931e-01
2.750686264038085938e+01 9.879127740859985352e-01 1.550103425979614258e-01
2.749011802673339844e+01 9.868258237838745117e-01 1.617859005928039551e-01
2.746775627136230469e+01 9.859306812286376953e-01 1.671545654535293579e-01
2.746398925781250000e+01 9.866787791252136230e-01 1.626803874969482422e-01
2.744425773620605469e+01 9.875873923301696777e-01 1.570704877376556396e-01
2.743714332580566406e+01 9.872654080390930176e-01 1.590819060802459717e-01
2.742623519897460938e+01 9.867488741874694824e-01 1.622546464204788208e-01
2.741297149658203125e+01 9.873285293579101562e-01 1.586892604827880859e-01
2.738981246948242188e+01 9.879831671714782715e-01 1.545614451169967651e-01
2.737373542785644531e+01 9.880948066711425781e-01 1.538456529378890991e-01
2.736360740661621094e+01 9.872236847877502441e-01 1.593400985002517700e-01
2.733804702758789062e+01 9.871689677238464355e-01 1.596790850162506104e-01
2.733216285705566406e+01 9.873273968696594238e-01 1.586966961622238159e-01
2.731954383850097656e+01 9.873331785202026367e-01 1.586604565382003784e-01
2.731444931030273438e+01 9.870381355285644531e-01 1.604857295751571655e-01
2.729476737976074219e+01 9.876614809036254883e-01 1.566039770841598511e-01
2.728679466247558594e+01 9.865608215332031250e-01 1.633944064378738403e-01
2.727039337158203125e+01 9.875773191452026367e-01 1.571336686611175537e-01
2.725790023803710938e+01 9.865351915359497070e-01 1.635490506887435913e-01
2.722957801818847656e+01 9.863688945770263672e-01 1.645491272211074829e-01
2.721342277526855469e+01 9.871261119842529297e-01 1.599437296390533447e-01
2.720756340026855469e+01 9.870896935462951660e-01 1.601681113243103027e-01
2.719377899169921875e+01 9.865124821662902832e-01 1.636858284473419189e-01
2.717759132385253906e+01 9.873394966125488281e-01 1.586211621761322021e-01
2.716575050354003906e+01 9.870153665542602539e-01 1.606261730194091797e-01
2.715175247192382812e+01 9.874579310417175293e-01 1.578816920518875122e-01
2.713012886047363281e+01 9.869410991668701172e-01 1.610811501741409302e-01
2.710603332519531250e+01 9.862729907035827637e-01 1.651223897933959961e-01
2.710097312927246094e+01 9.867387413978576660e-01 1.623161435127258301e-01
2.709284591674804688e+01 9.868388772010803223e-01 1.617064177989959717e-01
2.707025718688964844e+01 9.876207113265991211e-01 1.568604856729507446e-01
2.703777694702148438e+01 9.875326752662658691e-01 1.574134826660156250e-01
2.702155303955078125e+01 9.864033460617065430e-01 1.643422245979309082e-01
2.701587104797363281e+01 9.860455989837646484e-01 1.664754599332809448e-01
2.699415397644042969e+01 9.873805046081542969e-01 1.583658158779144287e-01
2.697007179260253906e+01 9.872578978538513184e-01 1.591283679008483887e-01
2.696429061889648438e+01 9.866163134574890137e-01 1.630588769912719727e-01
2.694731140136718750e+01 9.869852066040039062e-01 1.608105003833770752e-01
2.693519783020019531e+01 9.876821041107177734e-01 1.564739793539047241e-01
2.691806221008300781e+01 9.861348271369934082e-01 1.659456044435501099e-01
2.690980720520019531e+01 9.865640997886657715e-01 1.633746474981307983e-01
2.688669204711914062e+01 9.873298406600952148e-01 1.586808711290359497e-01
2.687113571166992188e+01 9.867432713508605957e-01 1.622887104749679565e-01
2.686479187011718750e+01 9.873210191726684570e-01 1.587359607219696045e-01
2.684307670593261719e+01 9.867267608642578125e-01 1.623895466327667236e-01
2.683065795898437500e+01 9.875061511993408203e-01 1.575803309679031372e-01
2.680903244018554688e+01 9.865115284919738770e-01 1.636915057897567749e-01
2.679598808288574219e+01 9.867562651634216309e-01 1.622101813554763794e-01
2.678795433044433594e+01 9.873946309089660645e-01 1.582773476839065552e-01
2.677211570739746094e+01 9.873788952827453613e-01 1.583756506443023682e-01
2.675890731811523438e+01 9.867589473724365234e-01 1.621932387351989746e-01
2.674263763427734375e+01 9.871078133583068848e-01 1.600567251443862915e-01
2.673267745971679688e+01 9.873515367507934570e-01 1.585460901260375977e-01
2.671108436584472656e+01 9.861249327659606934e-01 1.660044044256210327e-01
2.669686317443847656e+01 9.859716296195983887e-01 1.669127792119979858e-01
2.668148422241210938e+01 9.856033325195312500e-01 1.690739691257476807e-01
2.666316413879394531e+01 9.868420362472534180e-01 1.616875082254409790e-01
2.664666557312011719e+01 9.875778555870056152e-01 1.571302413940429688e-01
2.662886810302734375e+01 9.866430759429931641e-01 1.628967374563217163e-01
2.662530899047851562e+01 9.867975115776062012e-01 1.619588881731033325e-01
2.659527587890625000e+01 9.864621162414550781e-01 1.639891266822814941e-01
2.658671760559082031e+01 9.863869547843933105e-01 1.644407808780670166e-01
2.656309509277343750e+01 9.870244264602661133e-01 1.605699658393859863e-01
2.654338836669921875e+01 9.863342046737670898e-01 1.647564768791198730e-01
2.652714538574218750e+01 9.864976406097412109e-01 1.637756526470184326e-01
2.652388572692871094e+01 9.867927432060241699e-01 1.619880348443984985e-01
2.649718284606933594e+01 9.864388108253479004e-01 1.641295254230499268e-01
2.648414421081542969e+01 9.864730238914489746e-01 1.639232486486434937e-01
2.647122383117675781e+01 9.865834712982177734e-01 1.632581204175949097e-01
2.646022224426269531e+01 9.876336455345153809e-01 1.567796319723129272e-01
2.643004226684570312e+01 9.861386418342590332e-01 1.659233719110488892e-01
2.641134834289550781e+01 9.870716333389282227e-01 1.602796018123626709e-01
2.639739990234375000e+01 9.868304133415222168e-01 1.617583185434341431e-01
2.638987350463867188e+01 9.863777160644531250e-01 1.644957661628723145e-01
2.636957740783691406e+01 9.861927628517150879e-01 1.656013876199722290e-01
2.635063934326171875e+01 9.863628745079040527e-01 1.645849347114562988e-01
2.633322143554687500e+01 9.864749312400817871e-01 1.639119088649749756e-01
2.632057380676269531e+01 9.864442944526672363e-01 1.640963405370712280e-01
2.631236076354980469e+01 9.860075712203979492e-01 1.667004972696304321e-01
2.629225158691406250e+01 9.871503710746765137e-01 1.597939878702163696e-01
2.628113555908203125e+01 9.867893457412719727e-01 1.620080769062042236e-01
2.625866889953613281e+01 9.864735007286071777e-01 1.639209091663360596e-01
2.624231147766113281e+01 9.866692423820495605e-01 1.627381145954132080e-01
2.623936271667480469e+01 9.875213503837585449e-01 1.574849933385848999e-01
2.622539520263671875e+01 9.856361150741577148e-01 1.688825637102127075e-01
2.620473480224609375e+01 9.865648150444030762e-01 1.633701026439666748e-01
2.620187377929687500e+01 9.868257045745849609e-01 1.617863923311233521e-01
2.618199539184570312e+01 9.864547848701477051e-01 1.640336513519287109e-01
2.616239547729492188e+01 9.866039156913757324e-01 1.631339192390441895e-01
2.615082550048828125e+01 9.864764213562011719e-01 1.639027446508407593e-01
2.613637733459472656e+01 9.860526919364929199e-01 1.664335131645202637e-01
2.609974288940429688e+01 9.868984222412109375e-01 1.613429635763168335e-01
2.608091354370117188e+01 9.857618808746337891e-01 1.681468635797500610e-01
2.606505966186523438e+01 9.860363602638244629e-01 1.665301322937011719e-01
2.605673599243164062e+01 9.855245351791381836e-01 1.695325374603271484e-01
2.604252243041992188e+01 9.859549999237060547e-01 1.670110970735549927e-01
2.601263427734375000e+01 9.859058856964111328e-01 1.673007607460021973e-01
2.601042556762695312e+01 9.863403439521789551e-01 1.647200584411621094e-01
2.599684715270996094e+01 9.857542514801025391e-01 1.681917756795883179e-01
2.598009300231933594e+01 9.862677454948425293e-01 1.651539355516433716e-01
2.596744728088378906e+01 9.865536093711853027e-01 1.634378284215927124e-01
2.595890617370605469e+01 9.859842658042907715e-01 1.668383479118347168e-01
2.593117713928222656e+01 9.853519797325134277e-01 1.705330312252044678e-01
2.592411422729492188e+01 9.858723282814025879e-01 1.674980819225311279e-01
2.590782356262207031e+01 9.864921569824218750e-01 1.638085693120956421e-01
2.586718940734863281e+01 9.853214025497436523e-01 1.707092374563217163e-01
2.585811233520507812e+01 9.861497282981872559e-01 1.658573150634765625e-01
2.584002494812011719e+01 9.868022799491882324e-01 1.619292199611663818e-01
2.582682800292968750e+01 9.849492311477661133e-01 1.728435754776000977e-01
2.581718826293945312e+01 9.863114953041076660e-01 1.648922413587570190e-01
2.580283927917480469e+01 9.863911867141723633e-01 1.644151657819747925e-01
2.578858375549316406e+01 9.849342107772827148e-01 1.729292720556259155e-01
2.577217292785644531e+01 9.862371087074279785e-01 1.653367280960083008e-01
2.574981307983398438e+01 9.861624836921691895e-01 1.657815873622894287e-01
2.573276329040527344e+01 9.870733618736267090e-01 1.602688729763031006e-01
2.571988105773925781e+01 9.855254292488098145e-01 1.695275306701660156e-01
2.569994735717773438e+01 9.860774874687194824e-01 1.662867665290832520e-01
2.569597816467285156e+01 9.866341948509216309e-01 1.629503965377807617e-01
2.568178176879882812e+01 9.853466749191284180e-01 1.705635488033294678e-01
2.566871452331542969e+01 9.852557778358459473e-01 1.710876673460006714e-01
2.565338897705078125e+01 9.866821169853210449e-01 1.626603007316589355e-01
2.563554191589355469e+01 9.861460924148559570e-01 1.658792495727539062e-01
2.562496185302734375e+01 9.867692589759826660e-01 1.621309518814086914e-01
2.560930442810058594e+01 9.853701591491699219e-01 1.704278737306594849e-01
2.559856033325195312e+01 9.856377243995666504e-01 1.688735932111740112e-01
2.558535957336425781e+01 9.855222702026367188e-01 1.695456802845001221e-01
2.554574775695800781e+01 9.848679304122924805e-01 1.733064800500869751e-01
2.553211212158203125e+01 9.860890507698059082e-01 1.662177592515945435e-01
2.551067161560058594e+01 9.851200580596923828e-01 1.718673855066299438e-01
2.549260902404785156e+01 9.852372407913208008e-01 1.711946129798889160e-01
2.547305297851562500e+01 9.857882261276245117e-01 1.679927110671997070e-01
2.545636558532714844e+01 9.856244325637817383e-01 1.689512580633163452e-01
2.545039176940917969e+01 9.860793948173522949e-01 1.662748306989669800e-01
2.542682838439941406e+01 9.859179854393005371e-01 1.672293394804000854e-01
2.539896774291992188e+01 9.859332442283630371e-01 1.671396195888519287e-01
2.538582229614257812e+01 9.863189458847045898e-01 1.648479104042053223e-01
2.538232421875000000e+01 9.856939911842346191e-01 1.685444414615631104e-01
2.536591911315917969e+01 9.855603575706481934e-01 1.693240255117416382e-01
2.536202049255371094e+01 9.859293103218078613e-01 1.671625971794128418e-01
2.535005378723144531e+01 9.855117201805114746e-01 1.696073412895202637e-01
2.533377647399902344e+01 9.849830269813537598e-01 1.726512014865875244e-01
2.530368614196777344e+01 9.855467677116394043e-01 1.694034785032272339e-01
2.528259277343750000e+01 9.863980412483215332e-01 1.643738448619842529e-01
2.526927375793457031e+01 9.857422709465026855e-01 1.682624816894531250e-01
2.526261329650878906e+01 9.858658313751220703e-01 1.675367802381515503e-01
2.523967361450195312e+01 9.854278564453125000e-01 1.700941026210784912e-01
2.522196769714355469e+01 9.855417609214782715e-01 1.694325953722000122e-01
2.520291709899902344e+01 9.854897260665893555e-01 1.697348952293395996e-01
2.519004058837890625e+01 9.863508939743041992e-01 1.646567136049270630e-01
2.517732238769531250e+01 9.861064553260803223e-01 1.661148220300674438e-01
2.516795921325683594e+01 9.846598505973815918e-01 1.744846701622009277e-01
2.515891265869140625e+01 9.852828383445739746e-01 1.709320545196533203e-01
2.514236640930175781e+01 9.856867790222167969e-01 1.685866713523864746e-01
2.510423278808593750e+01 9.858410358428955078e-01 1.676822751760482788e-01
2.509478569030761719e+01 9.853838086128234863e-01 1.703486293554306030e-01
2.509379386901855469e+01 9.866539239883422852e-01 1.628313064575195312e-01
2.506773948669433594e+01 9.862565398216247559e-01 1.652210652828216553e-01
2.505794906616210938e+01 9.862393736839294434e-01 1.653233915567398071e-01
2.504054450988769531e+01 9.849547743797302246e-01 1.728121489286422729e-01
2.501682472229003906e+01 9.854145050048828125e-01 1.701713055372238159e-01
2.500109863281250000e+01 9.855260252952575684e-01 1.695242226123809814e-01
2.498587226867675781e+01 9.863517284393310547e-01 1.646517217159271240e-01
2.497144317626953125e+01 9.851184487342834473e-01 1.718768030405044556e-01
2.495506286621093750e+01 9.855491518974304199e-01 1.693893820047378540e-01
2.495133399963378906e+01 9.851571321487426758e-01 1.716550439596176147e-01
2.491201210021972656e+01 9.855216741561889648e-01 1.695493310689926147e-01
2.487987136840820312e+01 9.841618537902832031e-01 1.772721856832504272e-01
2.486535835266113281e+01 9.847356081008911133e-01 1.740562468767166138e-01
2.485870361328125000e+01 9.858132004737854004e-01 1.678461432456970215e-01
2.484963226318359375e+01 9.848784804344177246e-01 1.732464581727981567e-01
2.484420585632324219e+01 9.860166311264038086e-01 1.666471511125564575e-01
2.483186149597167969e+01 9.851747751235961914e-01 1.715530902147293091e-01
2.480920410156250000e+01 9.852325916290283203e-01 1.712206453084945679e-01
2.477909660339355469e+01 9.847965240478515625e-01 1.737117022275924683e-01
2.476956939697265625e+01 9.846156835556030273e-01 1.747336685657501221e-01
2.476580429077148438e+01 9.854832291603088379e-01 1.697726398706436157e-01
2.474424362182617188e+01 9.860590696334838867e-01 1.663956791162490845e-01
2.472736549377441406e+01 9.848191738128662109e-01 1.735830605030059814e-01
2.472106361389160156e+01 9.851411581039428711e-01 1.717461794614791870e-01
2.471527862548828125e+01 9.856392145156860352e-01 1.688644289970397949e-01
2.468795585632324219e+01 9.857192039489746094e-01 1.683973670005798340e-01
2.466596221923828125e+01 9.846862554550170898e-01 1.743359863758087158e-01
2.465419006347656250e+01 9.855234026908874512e-01 1.695389598608016968e-01
2.462352561950683594e+01 9.857863187789916992e-01 1.680039167404174805e-01
2.460785484313964844e+01 9.853551387786865234e-01 1.705144047737121582e-01
2.460414505004882812e+01 9.848182797431945801e-01 1.735885292291641235e-01
2.456684494018554688e+01 9.850503206253051758e-01 1.722666770219802856e-01
2.455256271362304688e+01 9.854004383087158203e-01 1.702526211738586426e-01
2.454240036010742188e+01 9.846484661102294922e-01 1.745488643646240234e-01
2.452956390380859375e+01 9.852882027626037598e-01 1.709010601043701172e-01
2.451802635192871094e+01 9.851240515708923340e-01 1.718444675207138062e-01
2.451242446899414062e+01 9.843451380729675293e-01 1.762514710426330566e-01
2.448939514160156250e+01 9.844698309898376465e-01 1.755536347627639771e-01
2.447405815124511719e+01 9.845909476280212402e-01 1.748731583356857300e-01
2.444495391845703125e+01 9.850341677665710449e-01 1.723590791225433350e-01
2.444146347045898438e+01 9.855192303657531738e-01 1.695633381605148315e-01
2.442744445800781250e+01 9.848574995994567871e-01 1.733658611774444580e-01
2.440434646606445312e+01 9.842760562896728516e-01 1.766372770071029663e-01
2.439283943176269531e+01 9.854469895362854004e-01 1.699824035167694092e-01
2.436622810363769531e+01 9.853255748748779297e-01 1.706851720809936523e-01
2.433448600769042969e+01 9.851682782173156738e-01 1.715911626815795898e-01
2.431697082519531250e+01 9.838023781776428223e-01 1.792562603950500488e-01
2.430319976806640625e+01 9.851173162460327148e-01 1.718830168247222900e-01
2.429321479797363281e+01 9.841024279594421387e-01 1.776019185781478882e-01
2.427558898925781250e+01 9.844543337821960449e-01 1.756406277418136597e-01
2.425522804260253906e+01 9.828339815139770508e-01 1.844920068979263306e-01
2.424314689636230469e+01 9.845187664031982422e-01 1.752788275480270386e-01
2.422500419616699219e+01 9.843535423278808594e-01 1.762043982744216919e-01
2.421996498107910156e+01 9.850021004676818848e-01 1.725423783063888550e-01
2.420637702941894531e+01 9.844790697097778320e-01 1.755019873380661011e-01
2.419956398010253906e+01 9.837955832481384277e-01 1.792934536933898926e-01
2.416284370422363281e+01 9.850573539733886719e-01 1.722263246774673462e-01
2.415504455566406250e+01 9.853935241699218750e-01 1.702924817800521851e-01
2.414255714416503906e+01 9.843620061874389648e-01 1.761573106050491333e-01
2.410795021057128906e+01 9.842570424079895020e-01 1.767423897981643677e-01
2.409699821472167969e+01 9.840513467788696289e-01 1.778844594955444336e-01
2.409056091308593750e+01 9.842615723609924316e-01 1.767176687717437744e-01
2.406452560424804688e+01 9.847792983055114746e-01 1.738092899322509766e-01
2.403076171875000000e+01 9.852119684219360352e-01 1.713397204875946045e-01
2.400975799560546875e+01 9.846704602241516113e-01 1.744242608547210693e-01
2.399549102783203125e+01 9.838723540306091309e-01 1.788719743490219116e-01
2.398931503295898438e+01 9.851291775703430176e-01 1.718149930238723755e-01
2.397302436828613281e+01 9.843107461929321289e-01 1.764432340860366821e-01
2.396454048156738281e+01 9.852193593978881836e-01 1.712971776723861694e-01
2.393901443481445312e+01 9.853496551513671875e-01 1.705461889505386353e-01
2.390648651123046875e+01 9.844789505004882812e-01 1.755026727914810181e-01
2.390206718444824219e+01 9.840971231460571289e-01 1.776315569877624512e-01
2.386353492736816406e+01 9.863367080688476562e-01 1.647417545318603516e-01
2.385095596313476562e+01 9.855442047119140625e-01 1.694185584783554077e-01
2.380972862243652344e+01 9.849795699119567871e-01 1.726707965135574341e-01
2.379988479614257812e+01 9.851060509681701660e-01 1.719476878643035889e-01
2.378778266906738281e+01 9.849079847335815430e-01 1.730790883302688599e-01
2.377742195129394531e+01 9.836872816085815430e-01 1.798866242170333862e-01
2.375647926330566406e+01 9.846330881118774414e-01 1.746356636285781860e-01
2.371979331970214844e+01 9.827010631561279297e-01 1.851985901594161987e-01
2.370230293273925781e+01 9.850293993949890137e-01 1.723863631486892700e-01
