sv conv fc
3.827936172485351562e+01 9.921520948410034180e-01 1.250363737344741821e-01
3.825017166137695312e+01 9.920716881752014160e-01 1.256739050149917603e-01
3.821158218383789062e+01 9.923563003540039062e-01 1.234050765633583069e-01
3.819570159912109375e+01 9.922281503677368164e-01 1.244321689009666443e-01
3.817594146728515625e+01 9.921182394027709961e-01 1.253048628568649292e-01
3.814816284179687500e+01 9.930004477500915527e-01 1.181107163429260254e-01
3.811175155639648438e+01 9.922636151313781738e-01 1.241479292511940002e-01
3.809567260742187500e+01 9.918176531791687012e-01 1.276622265577316284e-01
3.805454635620117188e+01 9.919921755790710449e-01 1.262987554073333740e-01
3.805057907104492188e+01 9.927783608436584473e-01 1.199625581502914429e-01
3.801142120361328125e+01 9.920555949211120605e-01 1.257997900247573853e-01
3.796263504028320312e+01 9.918678402900695801e-01 1.272720992565155029e-01
3.794301223754882812e+01 9.920439124107360840e-01 1.258922815322875977e-01
3.792938613891601562e+01 9.921506643295288086e-01 1.250478029251098633e-01
3.787941360473632812e+01 9.921317100524902344e-01 1.251976042985916138e-01
3.786106109619140625e+01 9.922348856925964355e-01 1.243779137730598450e-01
3.784647750854492188e+01 9.916777014732360840e-01 1.287452280521392822e-01
3.779434204101562500e+01 9.917766451835632324e-01 1.279808431863784790e-01
3.776370620727539062e+01 9.918118119239807129e-01 1.277075260877609253e-01
3.774402618408203125e+01 9.917327761650085449e-01 1.283204406499862671e-01
3.771561813354492188e+01 9.922714233398437500e-01 1.240863651037216187e-01
3.768229675292968750e+01 9.922164678573608398e-01 1.245245411992073059e-01
3.767356491088867188e+01 9.919539690017700195e-01 1.265989989042282104e-01
3.762923812866210938e+01 9.924563169479370117e-01 1.225994601845741272e-01
3.760679626464843750e+01 9.918323159217834473e-01 1.275477558374404907e-01
3.758469772338867188e+01 9.920779466629028320e-01 1.256237030029296875e-01
3.756949615478515625e+01 9.918187856674194336e-01 1.276539266109466553e-01
3.753743743896484375e+01 9.920355081558227539e-01 1.259586960077285767e-01
3.748842239379882812e+01 9.921208024024963379e-01 1.252845227718353271e-01
3.746619033813476562e+01 9.919770956039428711e-01 1.264175623655319214e-01
3.744522857666015625e+01 9.925019145011901855e-01 1.222286447882652283e-01
3.743520736694335938e+01 9.919012784957885742e-01 1.270109117031097412e-01
3.740122985839843750e+01 9.915485978126525879e-01 1.297357976436614990e-01
3.737277221679687500e+01 9.922360777854919434e-01 1.243689209222793579e-01
3.734793090820312500e+01 9.918195009231567383e-01 1.276481300592422485e-01
3.731986618041992188e+01 9.919081926345825195e-01 1.269566267728805542e-01
3.729139709472656250e+01 9.925110936164855957e-01 1.221541985869407654e-01
3.726173400878906250e+01 9.916210174560546875e-01 1.291810721158981323e-01
3.723004531860351562e+01 9.921346902847290039e-01 1.251744031906127930e-01
3.721954727172851562e+01 9.921782016754150391e-01 1.248294785618782043e-01
3.720198822021484375e+01 9.918973445892333984e-01 1.270413100719451904e-01
3.716544723510742188e+01 9.916949272155761719e-01 1.286125630140304565e-01
3.711498641967773438e+01 9.920119643211364746e-01 1.261438429355621338e-01
3.710501098632812500e+01 9.918531775474548340e-01 1.273854374885559082e-01
3.706278991699218750e+01 9.919225573539733887e-01 1.268441528081893921e-01
3.701258850097656250e+01 9.920329451560974121e-01 1.259787678718566895e-01
3.698921966552734375e+01 9.920998215675354004e-01 1.254506707191467285e-01
3.697029113769531250e+01 9.914803504943847656e-01 1.302569955587387085e-01
3.694705963134765625e+01 9.914553165435791016e-01 1.304462254047393799e-01
3.691511535644531250e+01 9.919372200965881348e-01 1.267301291227340698e-01
3.688525390625000000e+01 9.920645356178283691e-01 1.257289499044418335e-01
3.686611557006835938e+01 9.919898509979248047e-01 1.263174414634704590e-01
3.685635375976562500e+01 9.915692806243896484e-01 1.295773237943649292e-01
3.683242034912109375e+01 9.923823475837707520e-01 1.231957152485847473e-01
3.681477737426757812e+01 9.921833276748657227e-01 1.247881650924682617e-01
3.680186462402343750e+01 9.913752675056457520e-01 1.310532242059707642e-01
3.674535751342773438e+01 9.924753308296203613e-01 1.224448457360267639e-01
3.672473526000976562e+01 9.921044707298278809e-01 1.254144459962844849e-01
3.671211242675781250e+01 9.910746812820434570e-01 1.333076357841491699e-01
3.667179870605468750e+01 9.918655157089233398e-01 1.272899955511093140e-01
3.663727188110351562e+01 9.915269613265991211e-01 1.299004852771759033e-01
3.661494064331054688e+01 9.914880990982055664e-01 1.301967501640319824e-01
3.660995864868164062e+01 9.923550486564636230e-01 1.234153658151626587e-01
3.656723785400390625e+01 9.917954802513122559e-01 1.278346031904220581e-01
3.653285980224609375e+01 9.920102953910827637e-01 1.261568069458007812e-01
3.651436614990234375e+01 9.918658137321472168e-01 1.272877752780914307e-01
3.649777984619140625e+01 9.919620752334594727e-01 1.265353560447692871e-01
3.643841934204101562e+01 9.915247559547424316e-01 1.299179345369338989e-01
3.640977859497070312e+01 9.917955994606018066e-01 1.278336942195892334e-01
3.638204193115234375e+01 9.915076494216918945e-01 1.300484985113143921e-01
3.637040328979492188e+01 9.917480349540710449e-01 1.282015293836593628e-01
3.634918975830078125e+01 9.913105964660644531e-01 1.315416544675827026e-01
3.631854248046875000e+01 9.920346736907958984e-01 1.259649097919464111e-01
3.631773376464843750e+01 9.914179444313049316e-01 1.307299882173538208e-01
3.626483535766601562e+01 9.918446540832519531e-01 1.274526119232177734e-01
3.623088073730468750e+01 9.913933873176574707e-01 1.309164911508560181e-01
3.622501373291015625e+01 9.920896291732788086e-01 1.255314052104949951e-01
3.620074462890625000e+01 9.912158250808715820e-01 1.322541534900665283e-01
3.619145965576171875e+01 9.919759035110473633e-01 1.264271140098571777e-01
3.615910720825195312e+01 9.909846782684326172e-01 1.339753270149230957e-01
3.611880493164062500e+01 9.915324449539184570e-01 1.298589408397674561e-01
3.608139419555664062e+01 9.907950162887573242e-01 1.353704929351806641e-01
3.607970428466796875e+01 9.919098019599914551e-01 1.269441843032836914e-01
3.603913497924804688e+01 9.916893243789672852e-01 1.286550164222717285e-01
3.602570724487304688e+01 9.916326403617858887e-01 1.290917247533798218e-01
3.599273300170898438e+01 9.921855330467224121e-01 1.247707009315490723e-01
3.596883010864257812e+01 9.912946224212646484e-01 1.316620260477066040e-01
3.594312286376953125e+01 9.918672442436218262e-01 1.272768527269363403e-01
3.591539382934570312e+01 9.912890195846557617e-01 1.317042857408523560e-01
3.590521240234375000e+01 9.912846088409423828e-01 1.317374110221862793e-01
3.588690948486328125e+01 9.913504123687744141e-01 1.312412917613983154e-01
3.586329650878906250e+01 9.914478063583374023e-01 1.305043995380401611e-01
3.582225036621093750e+01 9.912509322166442871e-01 1.319898068904876709e-01
3.581487274169921875e+01 9.916927814483642578e-01 1.286293119192123413e-01
3.579785537719726562e+01 9.913024902343750000e-01 1.316036880016326904e-01
3.578265380859375000e+01 9.911706447601318359e-01 1.325921416282653809e-01
3.573842620849609375e+01 9.906960129737854004e-01 1.360936909914016724e-01
3.571760940551757812e+01 9.916597604751586914e-01 1.288833171129226685e-01
3.569813919067382812e+01 9.916002154350280762e-01 1.293401718139648438e-01
3.567904281616210938e+01 9.912285208702087402e-01 1.321592330932617188e-01
3.564940261840820312e+01 9.920930266380310059e-01 1.255043447017669678e-01
3.563359069824218750e+01 9.914414882659912109e-01 1.305517554283142090e-01
3.560344696044921875e+01 9.908809065818786621e-01 1.347404420375823975e-01
3.559357070922851562e+01 9.909433126449584961e-01 1.342806071043014526e-01
3.557868957519531250e+01 9.912028312683105469e-01 1.323513835668563843e-01
3.556485748291015625e+01 9.915062189102172852e-01 1.300593018531799316e-01
3.551175689697265625e+01 9.911172389984130859e-01 1.329907029867172241e-01
3.546512603759765625e+01 9.910911321640014648e-01 1.331853270530700684e-01
3.543560028076171875e+01 9.914565086364746094e-01 1.304372698068618774e-01
3.540303039550781250e+01 9.912190437316894531e-01 1.322292536497116089e-01
3.537516021728515625e+01 9.912640452384948730e-01 1.318919360637664795e-01
3.536764144897460938e+01 9.911884665489196777e-01 1.324586123228073120e-01
3.533623123168945312e+01 9.908785223960876465e-01 1.347581148147583008e-01
3.532587432861328125e+01 9.910527467727661133e-01 1.334702819585800171e-01
3.530750274658203125e+01 9.911774396896362305e-01 1.325413435697555542e-01
3.527190780639648438e+01 9.914514422416687012e-01 1.304764449596405029e-01
3.524391555786132812e+01 9.912434220314025879e-01 1.320468783378601074e-01
3.523830032348632812e+01 9.916399121284484863e-01 1.290356963872909546e-01
3.522131347656250000e+01 9.913444519042968750e-01 1.312862932682037354e-01
3.519900512695312500e+01 9.910300970077514648e-01 1.336384862661361694e-01
3.518833541870117188e+01 9.912144541740417480e-01 1.322645097970962524e-01
3.516248703002929688e+01 9.915615916252136230e-01 1.296362280845642090e-01
3.515023803710937500e+01 9.910682439804077148e-01 1.333552449941635132e-01
3.510835266113281250e+01 9.914480447769165039e-01 1.305015236139297485e-01
3.507664489746093750e+01 9.911034703254699707e-01 1.330931037664413452e-01
3.505802917480468750e+01 9.908058047294616699e-01 1.352916508913040161e-01
3.503223037719726562e+01 9.916320443153381348e-01 1.290962249040603638e-01
3.501726913452148438e+01 9.914460778236389160e-01 1.305168122053146362e-01
3.500863265991210938e+01 9.908515214920043945e-01 1.349558532238006592e-01
3.496696853637695312e+01 9.907615184783935547e-01 1.356154531240463257e-01
3.494726181030273438e+01 9.909984469413757324e-01 1.338731050491333008e-01
3.493113327026367188e+01 9.908973574638366699e-01 1.346195638179779053e-01
3.491906738281250000e+01 9.912849664688110352e-01 1.317344009876251221e-01
3.488718414306640625e+01 9.912330508232116699e-01 1.321247369050979614e-01
3.487743759155273438e+01 9.916520714759826660e-01 1.289425194263458252e-01
3.485112762451171875e+01 9.910481572151184082e-01 1.335043907165527344e-01
3.482856750488281250e+01 9.910750389099121094e-01 1.333051174879074097e-01
3.480765151977539062e+01 9.908005595207214355e-01 1.353303045034408569e-01
3.477386856079101562e+01 9.914045333862304688e-01 1.308318823575973511e-01
3.475393295288085938e+01 9.908685088157653809e-01 1.348321288824081421e-01
3.473095321655273438e+01 9.906828403472900391e-01 1.361893415451049805e-01
3.469577789306640625e+01 9.912815093994140625e-01 1.317605078220367432e-01
3.467587661743164062e+01 9.913581609725952148e-01 1.311832964420318604e-01
3.463489913940429688e+01 9.911407232284545898e-01 1.328157186508178711e-01
3.462343215942382812e+01 9.904496073722839355e-01 1.378754675388336182e-01
3.459375381469726562e+01 9.907439947128295898e-01 1.357433795928955078e-01
3.458345794677734375e+01 9.904916286468505859e-01 1.375727355480194092e-01
3.456683349609375000e+01 9.905100464820861816e-01 1.374396681785583496e-01
3.454353713989257812e+01 9.914860129356384277e-01 1.302129179239273071e-01
3.452928924560546875e+01 9.909783601760864258e-01 1.340216845273971558e-01
3.450508880615234375e+01 9.906305670738220215e-01 1.365691572427749634e-01
3.448982238769531250e+01 9.908517599105834961e-01 1.349546164274215698e-01
3.447020721435546875e+01 9.910097122192382812e-01 1.337892860174179077e-01
3.444129562377929688e+01 9.910560250282287598e-01 1.334463655948638916e-01
3.441411590576171875e+01 9.904682636260986328e-01 1.377409994602203369e-01
3.440118026733398438e+01 9.906132817268371582e-01 1.366942524909973145e-01
3.437630081176757812e+01 9.910436868667602539e-01 1.335378587245941162e-01
3.433949279785156250e+01 9.908806085586547852e-01 1.347429603338241577e-01
3.433052062988281250e+01 9.909459352493286133e-01 1.342615038156509399e-01
3.431593704223632812e+01 9.910430908203125000e-01 1.335419267416000366e-01
3.429824066162109375e+01 9.907665252685546875e-01 1.355785876512527466e-01
3.426662063598632812e+01 9.906512498855590820e-01 1.364188492298126221e-01
3.423970794677734375e+01 9.910623431205749512e-01 1.333999335765838623e-01
3.423363876342773438e+01 9.910244941711425781e-01 1.336806267499923706e-01
3.418712615966796875e+01 9.902051091194152832e-01 1.396201401948928833e-01
3.416663360595703125e+01 9.908638596534729004e-01 1.348654776811599731e-01
3.415942764282226562e+01 9.900475144386291504e-01 1.407335102558135986e-01
3.413107681274414062e+01 9.905784726142883301e-01 1.369459778070449829e-01
3.409913635253906250e+01 9.905957579612731934e-01 1.368209272623062134e-01
3.407403564453125000e+01 9.902845621109008789e-01 1.390550583600997925e-01
3.405602264404296875e+01 9.913098216056823730e-01 1.315480172634124756e-01
3.404682540893554688e+01 9.907934069633483887e-01 1.353819519281387329e-01
3.402169418334960938e+01 9.909554123878479004e-01 1.341913193464279175e-01
3.399504089355468750e+01 9.912038445472717285e-01 1.323439627885818481e-01
3.398472213745117188e+01 9.908986687660217285e-01 1.346094608306884766e-01
3.395606613159179688e+01 9.899736046791076660e-01 1.412523537874221802e-01
3.393615722656250000e+01 9.917448163032531738e-01 1.282271444797515869e-01
3.390954971313476562e+01 9.903389811515808105e-01 1.386676132678985596e-01
3.389275360107421875e+01 9.904136657714843750e-01 1.381326019763946533e-01
3.386214065551757812e+01 9.905889034271240234e-01 1.368711739778518677e-01
3.384711074829101562e+01 9.903165698051452637e-01 1.388269513845443726e-01
3.382250213623046875e+01 9.906739592552185059e-01 1.362530142068862915e-01
3.381222534179687500e+01 9.908269643783569336e-01 1.351360678672790527e-01
3.381105804443359375e+01 9.912962317466735840e-01 1.316501349210739136e-01
3.376815032958984375e+01 9.901559352874755859e-01 1.399680972099304199e-01
3.375548553466796875e+01 9.912088513374328613e-01 1.323057562112808228e-01
3.374481964111328125e+01 9.911946654319763184e-01 1.324128061532974243e-01
3.372900772094726562e+01 9.906576275825500488e-01 1.363722831010818481e-01
3.369719314575195312e+01 9.912137389183044434e-01 1.322697550058364868e-01
3.367175674438476562e+01 9.907369613647460938e-01 1.357943266630172729e-01
3.366150283813476562e+01 9.907604455947875977e-01 1.356232017278671265e-01
3.362965393066406250e+01 9.901216030120849609e-01 1.402111500501632690e-01
3.361649322509765625e+01 9.903776645660400391e-01 1.383910179138183594e-01
3.359531402587890625e+01 9.900836944580078125e-01 1.404783427715301514e-01
3.357620620727539062e+01 9.904289841651916504e-01 1.380228400230407715e-01
3.355718231201171875e+01 9.907498955726623535e-01 1.357000321149826050e-01
3.352958679199218750e+01 9.908022880554199219e-01 1.353169530630111694e-01
3.351053237915039062e+01 9.905914664268493652e-01 1.368520110845565796e-01
3.349040603637695312e+01 9.909832477569580078e-01 1.339859664440155029e-01
3.344574356079101562e+01 9.908966422080993652e-01 1.346247494220733643e-01
3.343457794189453125e+01 9.905031323432922363e-01 1.374898999929428101e-01
3.340286254882812500e+01 9.903107285499572754e-01 1.388691961765289307e-01
3.338716125488281250e+01 9.905291795730590820e-01 1.373018920421600342e-01
3.336646652221679688e+01 9.909502863883972168e-01 1.342293769121170044e-01
3.335145950317382812e+01 9.900311231613159180e-01 1.408485323190689087e-01
3.333047103881835938e+01 9.904471635818481445e-01 1.378922909498214722e-01
3.331596374511718750e+01 9.903761148452758789e-01 1.384018510580062866e-01
3.327801132202148438e+01 9.912635684013366699e-01 1.318962872028350830e-01
3.326740646362304688e+01 9.910675287246704102e-01 1.333609968423843384e-01
3.324098205566406250e+01 9.910333156585693359e-01 1.336145997047424316e-01
3.322663497924804688e+01 9.897853732109069824e-01 1.425651460886001587e-01
3.321239471435546875e+01 9.903187155723571777e-01 1.388117820024490356e-01
3.317663574218750000e+01 9.905117154121398926e-01 1.374282091856002808e-01
3.314731597900390625e+01 9.903234839439392090e-01 1.387784779071807861e-01
3.312717819213867188e+01 9.902961850166320801e-01 1.389728486537933350e-01
3.309687423706054688e+01 9.900225996971130371e-01 1.409084498882293701e-01
3.308377838134765625e+01 9.901655316352844238e-01 1.399001479148864746e-01
3.307650756835937500e+01 9.903317689895629883e-01 1.387189328670501709e-01
3.304897308349609375e+01 9.900484681129455566e-01 1.407261937856674194e-01
3.302311706542968750e+01 9.899500012397766113e-01 1.414175629615783691e-01
3.300776672363281250e+01 9.905399680137634277e-01 1.372243314981460571e-01
3.296585083007812500e+01 9.902205467224121094e-01 1.395106017589569092e-01
3.295239257812500000e+01 9.907153248786926270e-01 1.359525471925735474e-01
3.294505310058593750e+01 9.910369515419006348e-01 1.335879862308502197e-01
3.291943359375000000e+01 9.900312423706054688e-01 1.408477872610092163e-01
3.288956069946289062e+01 9.892984628677368164e-01 1.459061503410339355e-01
3.288203811645507812e+01 9.905094504356384277e-01 1.374441087245941162e-01
3.287551498413085938e+01 9.903531074523925781e-01 1.385664343833923340e-01
3.282130432128906250e+01 9.906126856803894043e-01 1.366984248161315918e-01
3.280646133422851562e+01 9.902976155281066895e-01 1.389622241258621216e-01
3.280463790893554688e+01 9.900118112564086914e-01 1.409839540719985962e-01
3.279307937622070312e+01 9.906504750251770020e-01 1.364243775606155396e-01
3.277487564086914062e+01 9.904041290283203125e-01 1.382017433643341064e-01
3.275900650024414062e+01 9.902142882347106934e-01 1.395553946495056152e-01
3.274873733520507812e+01 9.896731972694396973e-01 1.433421224355697632e-01
3.273014831542968750e+01 9.910351037979125977e-01 1.336014270782470703e-01
3.270014953613281250e+01 9.905802011489868164e-01 1.369336545467376709e-01
3.268108367919921875e+01 9.904616475105285645e-01 1.377884447574615479e-01
3.265949249267578125e+01 9.906473755836486816e-01 1.364466995000839233e-01
3.265892410278320312e+01 9.901890754699707031e-01 1.397338062524795532e-01
3.261126327514648438e+01 9.903005361557006836e-01 1.389418840408325195e-01
3.258441543579101562e+01 9.889197349548339844e-01 1.484509259462356567e-01
3.257521438598632812e+01 9.902138710021972656e-01 1.395582407712936401e-01
3.256342697143554688e+01 9.899423122406005859e-01 1.414717137813568115e-01
3.254680252075195312e+01 9.898209571838378906e-01 1.423182636499404907e-01
3.252413177490234375e+01 9.899330735206604004e-01 1.415361911058425903e-01
3.251596069335937500e+01 9.898730516433715820e-01 1.419552415609359741e-01
3.249372100830078125e+01 9.903452396392822266e-01 1.386224329471588135e-01
3.247145080566406250e+01 9.901310801506042480e-01 1.401444822549819946e-01
3.243554687500000000e+01 9.901223778724670410e-01 1.402054429054260254e-01
3.239995574951171875e+01 9.903568029403686523e-01 1.385401487350463867e-01
3.238956069946289062e+01 9.897943735122680664e-01 1.425027400255203247e-01
3.238382339477539062e+01 9.903976321220397949e-01 1.382477730512619019e-01
3.237163162231445312e+01 9.906976222991943359e-01 1.360815316438674927e-01
3.236196517944335938e+01 9.899699687957763672e-01 1.412778496742248535e-01
3.234060668945312500e+01 9.904051423072814941e-01 1.381939947605133057e-01
3.232537078857421875e+01 9.905636310577392578e-01 1.370537430047988892e-01
3.231932067871093750e+01 9.898644089698791504e-01 1.420153826475143433e-01
3.227825164794921875e+01 9.900817871093750000e-01 1.404921114444732666e-01
3.226383590698242188e+01 9.900123476982116699e-01 1.409806311130523682e-01
3.224911880493164062e+01 9.897391796112060547e-01 1.428857594728469849e-01
3.222413635253906250e+01 9.895537495613098145e-01 1.441642343997955322e-01
3.220982742309570312e+01 9.907244443893432617e-01 1.358859241008758545e-01
3.216848373413085938e+01 9.897865056991577148e-01 1.425572335720062256e-01
3.215634918212890625e+01 9.895929694175720215e-01 1.438941955566406250e-01
3.212781906127929688e+01 9.897007346153259277e-01 1.431515514850616455e-01
3.211957550048828125e+01 9.895606040954589844e-01 1.441172063350677490e-01
3.209619522094726562e+01 9.893683791160583496e-01 1.454306840896606445e-01
3.208560943603515625e+01 9.902849793434143066e-01 1.390525996685028076e-01
3.207538604736328125e+01 9.893671870231628418e-01 1.454392224550247192e-01
3.205508041381835938e+01 9.899039864540100098e-01 1.417400389909744263e-01
3.203210449218750000e+01 9.896767735481262207e-01 1.433169692754745483e-01
3.201842880249023438e+01 9.895644187927246094e-01 1.440905779600143433e-01
3.201049423217773438e+01 9.906175732612609863e-01 1.366628557443618774e-01
3.199422264099121094e+01 9.904115200042724609e-01 1.381484717130661011e-01
3.198736572265625000e+01 9.898035526275634766e-01 1.424394547939300537e-01
3.195256233215332031e+01 9.901932477951049805e-01 1.397040933370590210e-01
3.194101524353027344e+01 9.900879263877868652e-01 1.404487341642379761e-01
3.190284729003906250e+01 9.900643229484558105e-01 1.406150907278060913e-01
3.189164352416992188e+01 9.887967705726623535e-01 1.492676883935928345e-01
3.187293243408203125e+01 9.903898835182189941e-01 1.383033990859985352e-01
3.186168670654296875e+01 9.898106455802917480e-01 1.423895508050918579e-01
3.182621955871582031e+01 9.895812869071960449e-01 1.439749747514724731e-01
3.181768417358398438e+01 9.896814823150634766e-01 1.432849913835525513e-01
3.179101562500000000e+01 9.899054765701293945e-01 1.417286843061447144e-01
3.175824737548828125e+01 9.894933104515075684e-01 1.445781737565994263e-01
3.175402450561523438e+01 9.903372526168823242e-01 1.386794894933700562e-01
3.174329566955566406e+01 9.899165630340576172e-01 1.416517198085784912e-01
3.171218872070312500e+01 9.895372986793518066e-01 1.442773044109344482e-01
3.169264793395996094e+01 9.894758462905883789e-01 1.446978896856307983e-01
3.167681121826171875e+01 9.900050163269042969e-01 1.410319805145263672e-01
3.166829299926757812e+01 9.892575740814208984e-01 1.461823284626007080e-01
3.164714241027832031e+01 9.897733330726623535e-01 1.426489651203155518e-01
3.162628173828125000e+01 9.889231324195861816e-01 1.484285593032836914e-01
3.160972404479980469e+01 9.893628358840942383e-01 1.454689055681228638e-01
3.159345245361328125e+01 9.891214966773986816e-01 1.471007615327835083e-01
3.157112312316894531e+01 9.894497990608215332e-01 1.448758393526077271e-01
3.155646705627441406e+01 9.896137118339538574e-01 1.437519043684005737e-01
3.153069686889648438e+01 9.897980093955993652e-01 1.424774229526519775e-01
3.151807403564453125e+01 9.891406893730163574e-01 1.469714194536209106e-01
3.149859428405761719e+01 9.901832342147827148e-01 1.397750526666641235e-01
3.147665786743164062e+01 9.892576932907104492e-01 1.461818814277648926e-01
3.146625137329101562e+01 9.897484183311462402e-01 1.428214758634567261e-01
3.145560264587402344e+01 9.896111488342285156e-01 1.437700241804122925e-01
3.142994117736816406e+01 9.898219108581542969e-01 1.423110216856002808e-01
3.140481376647949219e+01 9.901689291000366211e-01 1.398768573999404907e-01
3.138630294799804688e+01 9.894508123397827148e-01 1.448692828416824341e-01
3.136548614501953125e+01 9.902532100677490234e-01 1.392782777547836304e-01
3.135518074035644531e+01 9.896921515464782715e-01 1.432110071182250977e-01
3.134897613525390625e+01 9.898361563682556152e-01 1.422122418880462646e-01
3.131928443908691406e+01 9.898951649665832520e-01 1.418007612228393555e-01
3.130885314941406250e+01 9.892846345901489258e-01 1.459998786449432373e-01
3.128521156311035156e+01 9.897468090057373047e-01 1.428325176239013672e-01
3.127003097534179688e+01 9.894376993179321289e-01 1.449581384658813477e-01
3.125269699096679688e+01 9.893940091133117676e-01 1.452562659978866577e-01
3.122420501708984375e+01 9.898018836975097656e-01 1.424506753683090210e-01
3.120962715148925781e+01 9.889096617698669434e-01 1.485182791948318481e-01
3.120389175415039062e+01 9.889106154441833496e-01 1.485114097595214844e-01
3.116671752929687500e+01 9.889540076255798340e-01 1.482224762439727783e-01
3.115375328063964844e+01 9.890586733818054199e-01 1.475226283073425293e-01
3.115226173400878906e+01 9.899131655693054199e-01 1.416753083467483521e-01
3.112549781799316406e+01 9.891435503959655762e-01 1.469521671533584595e-01
3.110380554199218750e+01 9.889926314353942871e-01 1.479643136262893677e-01
3.107796669006347656e+01 9.896184802055358887e-01 1.437194645404815674e-01
3.106169891357421875e+01 9.896301627159118652e-01 1.436385959386825562e-01
3.104112243652343750e+01 9.895393252372741699e-01 1.442631781101226807e-01
3.102812576293945312e+01 9.888755679130554199e-01 1.487448662519454956e-01
3.101161193847656250e+01 9.890228509902954102e-01 1.477623581886291504e-01
3.099938011169433594e+01 9.896880388259887695e-01 1.432397067546844482e-01
3.098798179626464844e+01 9.898233413696289062e-01 1.423009783029556274e-01
3.097855949401855469e+01 9.889140129089355469e-01 1.484891325235366821e-01
3.094636154174804688e+01 9.896479845046997070e-01 1.435159444808959961e-01
3.093418502807617188e+01 9.898605346679687500e-01 1.420422643423080444e-01
3.091271972656250000e+01 9.897183775901794434e-01 1.430297344923019409e-01
3.088844680786132812e+01 9.891248345375061035e-01 1.470783650875091553e-01
3.087970161437988281e+01 9.900197982788085938e-01 1.409281194210052490e-01
3.086256027221679688e+01 9.887214303016662598e-01 1.497662365436553955e-01
3.085747146606445312e+01 9.892156124114990234e-01 1.464663892984390259e-01
3.082751846313476562e+01 9.899379611015319824e-01 1.415019184350967407e-01
3.079587554931640625e+01 9.899921417236328125e-01 1.411222517490386963e-01
3.078623771667480469e+01 9.892561435699462891e-01 1.461925208568572998e-01
3.077935409545898438e+01 9.894169569015502930e-01 1.450999826192855835e-01
3.076300239562988281e+01 9.893185496330261230e-01 1.457693874835968018e-01
3.074808311462402344e+01 9.890919327735900879e-01 1.472988873720169067e-01
3.072455978393554688e+01 9.891327619552612305e-01 1.470247507095336914e-01
3.071595573425292969e+01 9.892519116401672363e-01 1.462204456329345703e-01
3.068970298767089844e+01 9.889168739318847656e-01 1.484699547290802002e-01
3.067149734497070312e+01 9.895458221435546875e-01 1.442190855741500854e-01
3.066287040710449219e+01 9.893219470977783203e-01 1.457463949918746948e-01
3.063093376159667969e+01 9.889945983886718750e-01 1.479510813951492310e-01
3.061578750610351562e+01 9.899370074272155762e-01 1.415088176727294922e-01
3.059141159057617188e+01 9.891332387924194336e-01 1.470210105180740356e-01
3.057886123657226562e+01 9.891732335090637207e-01 1.467525959014892578e-01
3.057684516906738281e+01 9.891650080680847168e-01 1.468081623315811157e-01
3.056718635559082031e+01 9.890160560607910156e-01 1.478079408407211304e-01
3.054912185668945312e+01 9.893320202827453613e-01 1.456779986619949341e-01
3.052887725830078125e+01 9.892753958702087402e-01 1.460620164871215820e-01
3.050720596313476562e+01 9.888362884521484375e-01 1.490062922239303589e-01
3.048490142822265625e+01 9.888555407524108887e-01 1.488778889179229736e-01
3.047388648986816406e+01 9.898479580879211426e-01 1.421298980712890625e-01
3.044818305969238281e+01 9.894862174987792969e-01 1.446269005537033081e-01
3.042778015136718750e+01 9.896413683891296387e-01 1.435619592666625977e-01
3.041647338867187500e+01 9.892137646675109863e-01 1.464786827564239502e-01
3.039066314697265625e+01 9.892535805702209473e-01 1.462099999189376831e-01
3.038438606262207031e+01 9.891973137855529785e-01 1.465899348258972168e-01
3.035864639282226562e+01 9.885803461074829102e-01 1.506941616535186768e-01
3.034798240661621094e+01 9.886956810951232910e-01 1.499359160661697388e-01
3.033519172668457031e+01 9.888385534286499023e-01 1.489910483360290527e-01
3.032752037048339844e+01 9.888758063316345215e-01 1.487436294555664062e-01
3.030057907104492188e+01 9.894068837165832520e-01 1.451689749956130981e-01
3.028670310974121094e+01 9.892566204071044922e-01 1.461887806653976440e-01
3.027229690551757812e+01 9.891695976257324219e-01 1.467768549919128418e-01
3.025748825073242188e+01 9.890381693840026855e-01 1.476598531007766724e-01
3.023542022705078125e+01 9.887013435363769531e-01 1.498984396457672119e-01
3.022263908386230469e+01 9.878644943237304688e-01 1.553178876638412476e-01
3.021277427673339844e+01 9.884077906608581543e-01 1.518222242593765259e-01
3.018638420104980469e+01 9.886204004287719727e-01 1.504318267107009888e-01
3.017847633361816406e+01 9.892951846122741699e-01 1.459280699491500854e-01
3.016618156433105469e+01 9.891432523727416992e-01 1.469543874263763428e-01
3.014829254150390625e+01 9.879010915756225586e-01 1.550853550434112549e-01
3.013084983825683594e+01 9.887373447418212891e-01 1.496611684560775757e-01
3.011969375610351562e+01 9.886786341667175293e-01 1.500485539436340332e-01
3.009597396850585938e+01 9.889709949493408203e-01 1.481092870235443115e-01
3.008263969421386719e+01 9.886475205421447754e-01 1.502531021833419800e-01
3.007042312622070312e+01 9.893459677696228027e-01 1.455834954977035522e-01
3.005755805969238281e+01 9.878616333007812500e-01 1.553363800048828125e-01
3.003223800659179688e+01 9.889672398567199707e-01 1.481337100267410278e-01
3.000495147705078125e+01 9.887549877166748047e-01 1.495442241430282593e-01
