epoch conv ff
3.870000000000000000e+02 3.596517592362237101e-06 1.206778222694992992e-04
3.880000000000000000e+02 3.639820423182677416e-06 1.197812613099813407e-04
3.890000000000000000e+02 3.497996134816568098e-06 1.027339603751897812e-04
3.900000000000000000e+02 3.519066738878361888e-06 8.427303400821983543e-05
3.910000000000000000e+02 3.883707391967358211e-06 1.295870053581893336e-04
3.920000000000000000e+02 3.954036587439082837e-06 1.514790346845984459e-04
3.930000000000000000e+02 3.638913151519472561e-06 1.175911515019834096e-04
3.940000000000000000e+02 3.830035929095079408e-06 1.343728858046233708e-04
3.950000000000000000e+02 3.818729579331367129e-06 1.508572604507207870e-04
3.960000000000000000e+02 3.742121054296399763e-06 1.281053177081048543e-04
3.970000000000000000e+02 3.627453121551321132e-06 1.153131597675383091e-04
3.980000000000000000e+02 3.600040551805542390e-06 1.129138516262173626e-04
3.990000000000000000e+02 3.695704705104669615e-06 1.250938395969569575e-04
4.000000000000000000e+02 3.828114194088383082e-06 1.265040598809719194e-04
4.010000000000000000e+02 3.776403654299545877e-06 1.327767269685864340e-04
4.020000000000000000e+02 3.525978523901159955e-06 1.391888363286852837e-04
4.030000000000000000e+02 4.097307163609620173e-06 1.673941034823655974e-04
4.040000000000000000e+02 4.326050723386321607e-06 1.889767008833587170e-04
4.050000000000000000e+02 4.282171198166368468e-06 1.749188173562288230e-04
4.060000000000000000e+02 4.099316862327181135e-06 1.706484355963766466e-04
4.070000000000000000e+02 3.576837796762904038e-06 9.652379085309804028e-05
4.080000000000000000e+02 3.792084483085453570e-06 1.146520720794796998e-04
4.090000000000000000e+02 3.778132514717019191e-06 1.395643921568989754e-04
4.100000000000000000e+02 4.198595851541100112e-06 1.715739490464329720e-04
4.110000000000000000e+02 4.136336451230570716e-06 1.766778179444372546e-04
4.120000000000000000e+02 3.746983220492548375e-06 1.267739105969667543e-04
4.130000000000000000e+02 3.647841419704590002e-06 1.038293237797915908e-04
4.140000000000000000e+02 3.728038509166161567e-06 1.005444675683975247e-04
4.150000000000000000e+02 4.064220286441299174e-06 1.585766207426786477e-04
4.160000000000000000e+02 3.835105331695850158e-06 1.153013203293085152e-04
4.170000000000000000e+02 3.649914839808422355e-06 9.960443712770938602e-05
4.180000000000000000e+02 3.541856852027072545e-06 9.303896222263574329e-05
4.190000000000000000e+02 3.831567604320550819e-06 1.412315410561859553e-04
4.200000000000000000e+02 4.063995439455860050e-06 1.600317773409187794e-04
4.210000000000000000e+02 3.511607457051493062e-06 8.109487243928015503e-05
4.220000000000000000e+02 4.185061941840196407e-06 1.675723702646791881e-04
4.230000000000000000e+02 3.916271804652153418e-06 1.340713934041559696e-04
4.240000000000000000e+02 3.758932518087918770e-06 1.272537396289408261e-04
4.250000000000000000e+02 4.080456283394455688e-06 1.536547439172863906e-04
4.260000000000000000e+02 3.764535149370474891e-06 1.175266341306269142e-04
4.270000000000000000e+02 4.020829469500754621e-06 1.483709085732698332e-04
4.280000000000000000e+02 3.851213569086649839e-06 1.358460285700857639e-04
4.290000000000000000e+02 3.725980499403197503e-06 1.150633208453655270e-04
4.300000000000000000e+02 3.601653197723579289e-06 1.007182756438851384e-04
4.310000000000000000e+02 3.925087510226464129e-06 1.245969557203352397e-04
4.320000000000000000e+02 3.659229275909733762e-06 9.807073511183261329e-05
4.330000000000000000e+02 3.728611799586153465e-06 1.630224171094596278e-04
4.340000000000000000e+02 3.854557034092182709e-06 1.217767363414168304e-04
4.350000000000000000e+02 3.953239313305852054e-06 1.350443228147923838e-04
4.360000000000000000e+02 4.058354393716794877e-06 1.693349680863320882e-04
4.370000000000000000e+02 3.762893260925138399e-06 1.010060659609735012e-04
4.380000000000000000e+02 3.814960354037607280e-06 1.274777692742645686e-04
4.390000000000000000e+02 3.981497491431106969e-06 1.439185813069343513e-04
4.400000000000000000e+02 3.790902959569189867e-06 1.270371722057461739e-04
4.410000000000000000e+02 3.829991441512753451e-06 1.280639786273240989e-04
4.420000000000000000e+02 4.461799999774686904e-06 1.872189925052225481e-04
4.430000000000000000e+02 3.719493231031296845e-06 1.239945995621383190e-04
4.440000000000000000e+02 4.015708367806097443e-06 1.517533906735479777e-04
4.450000000000000000e+02 3.535918023688565519e-06 6.882576271891594475e-05
4.460000000000000000e+02 3.755742158638665521e-06 1.195056131109595326e-04
4.470000000000000000e+02 4.095357391597576574e-06 1.443771878257393945e-04
4.480000000000000000e+02 3.756367048416999876e-06 1.275413902476429885e-04
4.490000000000000000e+02 4.125763328407134342e-06 1.966819632798433250e-04
4.500000000000000000e+02 3.778139652325777907e-06 1.033923239447176511e-04
4.510000000000000000e+02 4.218791002574883301e-06 1.569979824125766646e-04
4.520000000000000000e+02 4.158952035050476472e-06 1.577140646986663342e-04
4.530000000000000000e+02 3.995391262645691273e-06 1.330564380623400320e-04
4.540000000000000000e+02 3.569903044922799557e-06 8.043755078688264435e-05
4.550000000000000000e+02 4.263100115404628901e-06 1.755583798512816429e-04
4.560000000000000000e+02 3.837407563165565616e-06 1.136917271651327610e-04
4.570000000000000000e+02 4.168542200290797174e-06 1.488324603997171034e-04
4.580000000000000000e+02 4.121839369333876727e-06 1.529437373392283862e-04
4.590000000000000000e+02 3.765873499352724344e-06 8.919219253584742275e-05
4.600000000000000000e+02 4.223122637570092259e-06 1.628235331736505032e-04
4.610000000000000000e+02 3.715012380781307024e-06 9.828853653743862835e-05
4.620000000000000000e+02 3.944550469089034281e-06 1.370641984976828098e-04
4.630000000000000000e+02 3.632296655405512977e-06 1.190256327390670803e-04
4.640000000000000000e+02 3.949264288459656489e-06 1.223003841005265767e-04
4.650000000000000000e+02 4.129880135251849669e-06 1.368546858429908807e-04
4.660000000000000000e+02 3.868838310188422873e-06 1.242169528268277645e-04
4.670000000000000000e+02 3.781362743137269283e-06 1.052160048857331249e-04
4.680000000000000000e+02 3.891407841121229565e-06 1.081629074178636128e-04
4.690000000000000000e+02 4.121959357672219259e-06 1.431071199476718957e-04
4.700000000000000000e+02 4.250016614216293557e-06 1.627409830689430128e-04
4.710000000000000000e+02 4.245969406467335042e-06 1.631331862881779562e-04
4.720000000000000000e+02 3.829318103554569452e-06 1.201896811835467815e-04
4.730000000000000000e+02 4.207434340703966750e-06 1.590820145793259252e-04
4.740000000000000000e+02 4.005674514208492201e-06 1.308838138356804739e-04
4.750000000000000000e+02 4.105124976575002235e-06 1.416557002812623923e-04
4.760000000000000000e+02 4.078561061345963300e-06 1.415940234437584769e-04
4.770000000000000000e+02 4.029802265096886173e-06 1.448329538106918443e-04
4.780000000000000000e+02 4.502002171658901623e-06 1.947262557223439271e-04
4.790000000000000000e+02 4.041759713179439556e-06 1.316010602749884129e-04
4.800000000000000000e+02 4.367034625612445900e-06 1.656579202972352451e-04
4.810000000000000000e+02 3.659345689225684187e-06 8.474904461763799191e-05
4.820000000000000000e+02 3.985231874994821330e-06 1.264027901925146526e-04
4.830000000000000000e+02 4.182664442272720224e-06 1.463286927901208292e-04
4.840000000000000000e+02 4.067410636968972076e-06 1.312048174440860803e-04
4.850000000000000000e+02 3.857209249437446019e-06 1.216179807670414448e-04
4.860000000000000000e+02 4.232145749982584834e-06 1.530092558823525906e-04
4.870000000000000000e+02 3.904329187224313102e-06 1.327311387285590226e-04
4.880000000000000000e+02 3.992849718810609954e-06 1.389902434311807264e-04
4.890000000000000000e+02 3.939133684843081445e-06 1.374026411212980693e-04
4.900000000000000000e+02 3.798788780606243833e-06 9.447780903428792411e-05
4.910000000000000000e+02 3.819691100943832236e-06 8.819461800158023834e-05
4.920000000000000000e+02 3.952233047027740497e-06 1.441920059733092676e-04
4.930000000000000000e+02 3.928092969335743466e-06 1.205783686600625569e-04
4.940000000000000000e+02 4.184644484296803450e-06 1.457282807677984129e-04
4.950000000000000000e+02 4.204887264882314976e-06 1.607771613635122830e-04
4.960000000000000000e+02 3.922548890128196139e-06 1.137592131271958297e-04
4.970000000000000000e+02 4.525982081125587945e-06 1.689647790044546019e-04
4.980000000000000000e+02 3.925142901495236020e-06 1.065270043909549713e-04
4.990000000000000000e+02 4.138265058017245515e-06 1.463705208152532523e-04
5.000000000000000000e+02 3.892721878057225515e-06 1.054370426572859341e-04
5.010000000000000000e+02 4.007475060442397595e-06 1.226999796926975304e-04
5.020000000000000000e+02 4.080318886725213338e-06 1.285027828998863697e-04
5.030000000000000000e+02 4.169624155821740035e-06 1.483989180997014046e-04
5.040000000000000000e+02 4.258694231568247639e-06 1.603810582309961373e-04
5.050000000000000000e+02 4.242533324426171717e-06 1.563867786899208968e-04
5.060000000000000000e+02 4.164261254625374950e-06 1.516749965958297307e-04
5.070000000000000000e+02 3.683893130394971741e-06 1.365489442832767963e-04
5.080000000000000000e+02 4.382106307020613447e-06 1.658773748204112107e-04
5.090000000000000000e+02 3.903058767028115550e-06 1.057345885783433860e-04
5.100000000000000000e+02 3.937809807238109765e-06 1.195708289742469760e-04
5.110000000000000000e+02 3.728060990445726614e-06 1.082956790924072320e-04
5.120000000000000000e+02 4.122613186926979627e-06 1.384775736369192654e-04
5.130000000000000000e+02 4.014878123235364022e-06 1.311415573582053076e-04
5.140000000000000000e+02 4.483742292612324825e-06 2.121004974469542395e-04
5.150000000000000000e+02 4.510791224584038118e-06 1.825105631724000031e-04
5.160000000000000000e+02 4.071699072117807393e-06 1.391355763189494610e-04
5.170000000000000000e+02 4.080371453553482276e-06 1.276951516047120094e-04
5.180000000000000000e+02 3.855632266201221071e-06 9.613801375962793827e-05
5.190000000000000000e+02 3.889417437797019063e-06 1.084991381503641605e-04
5.200000000000000000e+02 4.503934001349108202e-06 1.696405466645955985e-04
5.210000000000000000e+02 4.184123498588147278e-06 1.402384135872125680e-04
5.220000000000000000e+02 3.880606293297868048e-06 1.389375887811183984e-04
5.230000000000000000e+02 4.286854830337311634e-06 1.475804019719362259e-04
5.240000000000000000e+02 4.452252994020350048e-06 2.005746588110923713e-04
5.250000000000000000e+02 4.157880499585758140e-06 1.405992312356829589e-04
5.260000000000000000e+02 3.975927892631412536e-06 1.098639098927378709e-04
5.270000000000000000e+02 4.367490179876243893e-06 1.554065151140093858e-04
5.280000000000000000e+02 4.507251356334476548e-06 1.787665649317205061e-04
5.290000000000000000e+02 4.066052068645777179e-06 1.305999117903411334e-04
5.300000000000000000e+02 4.604004819248630531e-06 1.779133803211152608e-04
5.310000000000000000e+02 4.378846726411628995e-06 1.481267740018665845e-04
5.320000000000000000e+02 4.361079120536036452e-06 1.525811385363340378e-04
5.330000000000000000e+02 4.463792877163439915e-06 1.688966993242502321e-04
5.340000000000000000e+02 4.165834110226785720e-06 1.342216739431023489e-04
5.350000000000000000e+02 4.017527443970516579e-06 1.179735176265239770e-04
5.360000000000000000e+02 4.024042678259487643e-06 1.178052043542265892e-04
5.370000000000000000e+02 3.816009759589620384e-06 8.682481711730360985e-05
5.380000000000000000e+02 4.272119627608349524e-06 1.440284890122711713e-04
5.390000000000000000e+02 4.228205054644776236e-06 1.282583922147750800e-04
5.400000000000000000e+02 4.461102087415250277e-06 1.693610684014856815e-04
5.410000000000000000e+02 3.885523861326070790e-06 8.892748737707734650e-05
5.420000000000000000e+02 4.391009119828629161e-06 1.559516414999961745e-04
5.430000000000000000e+02 4.082458577250617001e-06 1.131865894421935109e-04
5.440000000000000000e+02 4.037591812159157114e-06 1.109400647692382363e-04
5.450000000000000000e+02 4.156811310518085483e-06 1.238512108102440888e-04
5.460000000000000000e+02 3.911242278944739231e-06 1.077521708793938133e-04
5.470000000000000000e+02 4.019368524336380253e-06 1.447452697902917754e-04
5.480000000000000000e+02 4.403580210631949752e-06 1.707649906165897955e-04
5.490000000000000000e+02 4.315679333789130965e-06 1.576522481627762318e-04
5.500000000000000000e+02 3.943760254975717018e-06 9.879360441118478504e-05
5.510000000000000000e+02 3.976754376597919998e-06 1.303375000134110559e-04
5.520000000000000000e+02 4.286202509460079745e-06 1.483558909967541586e-04
5.530000000000000000e+02 4.375902206853143930e-06 1.536586903966963400e-04
5.540000000000000000e+02 4.282115710481151634e-06 1.501660910435020815e-04
5.550000000000000000e+02 4.069389702949935244e-06 1.159896957688033608e-04
5.560000000000000000e+02 4.310874791807808780e-06 1.478346297517418916e-04
5.570000000000000000e+02 4.009715053625957549e-06 1.194040873087942654e-04
5.580000000000000000e+02 4.022601070621909482e-06 1.105179893784225041e-04
5.590000000000000000e+02 4.086292521339825838e-06 1.267790561541914994e-04
5.600000000000000000e+02 4.516214885170781064e-06 1.620457973331213052e-04
5.610000000000000000e+02 4.226085966696937217e-06 1.666954136453568881e-04
5.620000000000000000e+02 4.171356970395405110e-06 1.138671068474650383e-04
5.630000000000000000e+02 4.648905830970930836e-06 1.774682081304490620e-04
5.640000000000000000e+02 4.687429155948422995e-06 1.788382534869015108e-04
5.650000000000000000e+02 4.207415535726818505e-06 1.357994740828871835e-04
5.660000000000000000e+02 4.122610025306574655e-06 1.266452833078801578e-04
5.670000000000000000e+02 4.280965540820466718e-06 1.350170001387596076e-04
5.680000000000000000e+02 4.180416392111212027e-06 1.240580459125339985e-04
5.690000000000000000e+02 4.112285978420260645e-06 1.106506912037730163e-04
5.700000000000000000e+02 4.570528681818065133e-06 1.786336186341941465e-04
5.710000000000000000e+02 4.424787404123418648e-06 1.622059615328908075e-04
5.720000000000000000e+02 4.207916056506441624e-06 1.420788466930389404e-04
5.730000000000000000e+02 4.325927859800123311e-06 1.511410344392061342e-04
5.740000000000000000e+02 4.187487093144665406e-06 1.326522673480212743e-04
5.750000000000000000e+02 4.462928091725512960e-06 1.699443673714995384e-04
5.760000000000000000e+02 4.105637631498201855e-06 1.081350841559469754e-04
5.770000000000000000e+02 4.237865303772038064e-06 1.358657144010067095e-04
5.780000000000000000e+02 3.990206341629286567e-06 1.043440774083137566e-04
5.790000000000000000e+02 4.083120999225826151e-06 1.204472151584923213e-04
5.800000000000000000e+02 4.376407753499684005e-06 1.527463551610708182e-04
5.810000000000000000e+02 4.125693939876777656e-06 1.313647720962762887e-04
5.820000000000000000e+02 4.232564916847888592e-06 1.577206188812851960e-04
5.830000000000000000e+02 4.032363049299813909e-06 1.116861589252948815e-04
5.840000000000000000e+02 4.345313319672199696e-06 1.416433718986809308e-04
5.850000000000000000e+02 4.163842137378758105e-06 1.298348302952945178e-04
5.860000000000000000e+02 4.324035287511647938e-06 1.515760202892124761e-04
5.870000000000000000e+02 4.197639879017342765e-06 1.355683896690607179e-04
5.880000000000000000e+02 4.119953291579703860e-06 1.189767848700285012e-04
5.890000000000000000e+02 4.257245089520785563e-06 1.363070332445204258e-04
5.900000000000000000e+02 4.442240883624565434e-06 1.513471128419041688e-04
5.910000000000000000e+02 4.774278600106226882e-06 1.922120456583797823e-04
5.920000000000000000e+02 4.672959495634813194e-06 1.758239697664976012e-04
5.930000000000000000e+02 4.413136749197362431e-06 1.627205987460911328e-04
5.940000000000000000e+02 4.625148809092759751e-06 1.790523878298699910e-04
5.950000000000000000e+02 4.255666594620156360e-06 1.394568826071918011e-04
5.960000000000000000e+02 4.184641598540097054e-06 1.335069886408746297e-04
5.970000000000000000e+02 4.307343281046216678e-06 1.442134496755898107e-04
5.980000000000000000e+02 4.374326114533832622e-06 1.456760684959590327e-04
5.990000000000000000e+02 4.215488301199651954e-06 1.235544332303106785e-04
6.000000000000000000e+02 4.284160043604875121e-06 1.569218235090374892e-04
6.010000000000000000e+02 4.359242656642688217e-06 1.459096092730760574e-04
6.020000000000000000e+02 4.582448720505763450e-06 1.761146821081638445e-04
6.030000000000000000e+02 4.670811019749590784e-06 1.797284348867833614e-04
6.040000000000000000e+02 4.268995744395260233e-06 1.330611412413418293e-04
6.050000000000000000e+02 4.159803909064534657e-06 1.141974818892776993e-04
6.060000000000000000e+02 4.059790541715963879e-06 1.040355185978114659e-04
6.070000000000000000e+02 4.521864913107607861e-06 1.625862787477672100e-04
6.080000000000000000e+02 4.121442073984241790e-06 1.233293325640261065e-04
6.090000000000000000e+02 4.352856746391100394e-06 1.515819225460290963e-04
6.100000000000000000e+02 4.355630673861655329e-06 1.420812914147973061e-04
6.110000000000000000e+02 4.079052741513930495e-06 1.022670883685350391e-04
6.120000000000000000e+02 4.022114716579260861e-06 1.014054869301617146e-04
6.130000000000000000e+02 3.987560700996529079e-06 9.493010002188384262e-05
6.140000000000000000e+02 4.320618808725577121e-06 1.434463076293468367e-04
6.150000000000000000e+02 4.044167980643304226e-06 1.056298264302313382e-04
6.160000000000000000e+02 4.655390018302164112e-06 1.751915900968015248e-04
6.170000000000000000e+02 4.186056541698427201e-06 1.238482887856662219e-04
6.180000000000000000e+02 4.469865293939078708e-06 1.630313112400472218e-04
6.190000000000000000e+02 4.373926272535278416e-06 1.369251636788248962e-04
6.200000000000000000e+02 4.735411472353143827e-06 1.761158113367855603e-04
6.210000000000000000e+02 4.352501246261432389e-06 1.472128322347998727e-04
6.220000000000000000e+02 4.349818986369727655e-06 1.468083937652409077e-04
6.230000000000000000e+02 4.547404350508417735e-06 1.619952498003840555e-04
6.240000000000000000e+02 4.469688863528180631e-06 1.604718272574245930e-04
6.250000000000000000e+02 4.170485735578908643e-06 1.172553631477057961e-04
6.260000000000000000e+02 4.436563581603462625e-06 1.523924875073134899e-04
6.270000000000000000e+02 4.209509397366078523e-06 1.244908897206187357e-04
6.280000000000000000e+02 4.674770354111594411e-06 1.587315578944981044e-04
6.290000000000000000e+02 4.393793156342431200e-06 1.441683736629783999e-04
6.300000000000000000e+02 4.251013993013607458e-06 1.296975300647318417e-04
6.310000000000000000e+02 4.105810753027200003e-06 1.092636724933981950e-04
6.320000000000000000e+02 4.321196839063427829e-06 1.443903543986380046e-04
6.330000000000000000e+02 4.469646090985561436e-06 1.579207950271666104e-04
6.340000000000000000e+02 5.008351852951983319e-06 2.101132413372397423e-04
6.350000000000000000e+02 4.179427187294712200e-06 1.209845533594489125e-04
6.360000000000000000e+02 4.101112410759221381e-06 1.043269643560051972e-04
6.370000000000000000e+02 4.262123814689101553e-06 1.236928510479629040e-04
6.380000000000000000e+02 4.347211172640947228e-06 1.368831610307097327e-04
6.390000000000000000e+02 4.031375351395534007e-06 9.395174565725028244e-05
6.400000000000000000e+02 4.155701863729445673e-06 1.188227324746549129e-04
6.410000000000000000e+02 4.261289189262513966e-06 1.260589575394988006e-04
6.420000000000000000e+02 4.135808303303643960e-06 1.101283938623964732e-04
6.430000000000000000e+02 4.046892004496011866e-06 1.180150662548839992e-04
6.440000000000000000e+02 4.151664190207463256e-06 1.188219874165952179e-04
6.450000000000000000e+02 4.324545349064905513e-06 1.347979297861456763e-04
6.460000000000000000e+02 4.541596458882227510e-06 1.600605319254100323e-04
6.470000000000000000e+02 4.474859819627585519e-06 1.591842854395508875e-04
6.480000000000000000e+02 4.408440264855812820e-06 1.386696589179337079e-04
6.490000000000000000e+02 4.310518679963467109e-06 1.320355921052396406e-04
6.500000000000000000e+02 4.861461422122851105e-06 1.956469379365444075e-04
6.510000000000000000e+02 4.250412712816736642e-06 1.377115026116371209e-04
6.520000000000000000e+02 4.782974987278335654e-06 1.880894415080547333e-04
6.530000000000000000e+02 4.361589708333213683e-06 1.352505641989409924e-04
6.540000000000000000e+02 4.676880650640812575e-06 1.620791503228247220e-04
6.550000000000000000e+02 4.046158541133640375e-06 9.583305218257010254e-05
6.560000000000000000e+02 4.577485799136905568e-06 1.660899608395993601e-04
6.570000000000000000e+02 3.952160678564628687e-06 8.295390871353447708e-05
6.580000000000000000e+02 4.367212900220436175e-06 1.368324621580541025e-04
6.590000000000000000e+02 4.091606702018095049e-06 1.042180345393717262e-04
6.600000000000000000e+02 4.275954233292066820e-06 1.364810974337160533e-04
6.610000000000000000e+02 4.819691518787332935e-06 1.839321223087608706e-04
6.620000000000000000e+02 4.144563021471963049e-06 1.296025351621210629e-04
6.630000000000000000e+02 4.582834727920090238e-06 1.460012979805469621e-04
6.640000000000000000e+02 4.174918845396630911e-06 1.081839320249855545e-04
6.650000000000000000e+02 3.877075985852973328e-06 8.113904623314738003e-05
6.660000000000000000e+02 4.134445251337571957e-06 1.126900431700050804e-04
6.670000000000000000e+02 4.152388858261687726e-06 1.074352301657199833e-04
6.680000000000000000e+02 4.401870159985877751e-06 1.300383941270411069e-04
6.690000000000000000e+02 4.437638784194161717e-06 1.391876256093382944e-04
6.700000000000000000e+02 4.291550720485120845e-06 1.184734748676419285e-04
6.710000000000000000e+02 4.417968017242539640e-06 1.443886547349393476e-04
6.720000000000000000e+02 4.362570475656005104e-06 1.321066054515540708e-04
6.730000000000000000e+02 4.434580067386015440e-06 1.470296410843729973e-04
6.740000000000000000e+02 4.335148280361914327e-06 1.227966626174747998e-04
6.750000000000000000e+02 4.317611200706909914e-06 1.300045987591147423e-04
6.760000000000000000e+02 4.544109098683371790e-06 1.635794527828693444e-04
6.770000000000000000e+02 4.075377829818946097e-06 1.020990544930100387e-04
6.780000000000000000e+02 4.333606674449974994e-06 1.301445532590150779e-04
6.790000000000000000e+02 4.088992105532753014e-06 9.356020018458366394e-05
6.800000000000000000e+02 4.099958376786752490e-06 9.960167808458209309e-05
6.810000000000000000e+02 4.297473530507806682e-06 1.378207467496395057e-04
6.820000000000000000e+02 4.609722966505692831e-06 1.631382969208061749e-04
6.830000000000000000e+02 4.576789946722049542e-06 1.759186969138681997e-04
6.840000000000000000e+02 4.350448518193307232e-06 1.466120244003832286e-04
6.850000000000000000e+02 4.535641657534745509e-06 1.758507802151143497e-04
6.860000000000000000e+02 4.201242141052388971e-06 1.153232762590050724e-04
6.870000000000000000e+02 4.616597206367086513e-06 1.914312830194830840e-04
6.880000000000000000e+02 4.259688361069737578e-06 1.301511190831661333e-04
6.890000000000000000e+02 4.902937504949070546e-06 1.912745297886431163e-04
6.900000000000000000e+02 4.305011855866994747e-06 1.236729440279304981e-04
6.910000000000000000e+02 4.434549720165734283e-06 1.404798240400850773e-04
6.920000000000000000e+02 4.023159123657206858e-06 9.601514902897178856e-05
6.930000000000000000e+02 4.522099888469445874e-06 1.619626767933368737e-04
6.940000000000000000e+02 4.237175462333049957e-06 1.121824258007109111e-04
6.950000000000000000e+02 4.466251131640643828e-06 1.253026071935892051e-04
6.960000000000000000e+02 4.454106048513175940e-06 1.428419607691466917e-04
6.970000000000000000e+02 4.203906712556016454e-06 1.026536687277257497e-04
6.980000000000000000e+02 4.441723021595712917e-06 1.296064816415309852e-04
6.990000000000000000e+02 4.495889992005630788e-06 1.360042602755129283e-04
7.000000000000000000e+02 4.308405851288043144e-06 1.267049345187842954e-04
7.010000000000000000e+02 4.346151504092905373e-06 1.487665926106274182e-04
7.020000000000000000e+02 4.420571450558110919e-06 1.367454766295850223e-04
7.030000000000000000e+02 4.136652752672640991e-06 1.093164086341857964e-04
7.040000000000000000e+02 4.390239072860626323e-06 1.372482744045555537e-04
7.050000000000000000e+02 4.291781295765238946e-06 1.185077708214521408e-04
7.060000000000000000e+02 4.515670276694130779e-06 1.645884942263364683e-04
7.070000000000000000e+02 4.534904061825086109e-06 1.433774246834218448e-04
7.080000000000000000e+02 4.762494021877555726e-06 1.776747056283056844e-04
7.090000000000000000e+02 4.403975132573694247e-06 1.382070360705256354e-04
7.100000000000000000e+02 4.810656530395643185e-06 1.752612646669149453e-04
7.110000000000000000e+02 4.087610238897066888e-06 8.090935880318283764e-05
7.120000000000000000e+02 4.549346424932783659e-06 1.458172104321420247e-04
7.130000000000000000e+02 4.594628130872190880e-06 1.555869122967123877e-04
7.140000000000000000e+02 4.638897779982102784e-06 1.730837044306099361e-04
7.150000000000000000e+02 5.127279269116609431e-06 2.064939122647046989e-04
7.160000000000000000e+02 4.392677896159456244e-06 1.448091352358460426e-04
7.170000000000000000e+02 4.594013115938624960e-06 1.534629263915121555e-04
7.180000000000000000e+02 4.584968765825405894e-06 1.417630817741155733e-04
7.190000000000000000e+02 4.344458107573378038e-06 1.299849129281937968e-04
7.200000000000000000e+02 4.236929956836660891e-06 9.986102813854813034e-05
7.210000000000000000e+02 4.489665928259006204e-06 1.446572481654584462e-04
7.220000000000000000e+02 4.763058937084446423e-06 1.779825077392161001e-04
7.230000000000000000e+02 4.222356557576572226e-06 1.068140612915158326e-04
7.240000000000000000e+02 4.656567154513459183e-06 1.584227546118199934e-04
7.250000000000000000e+02 4.661273215823210660e-06 1.612869556993245970e-04
7.260000000000000000e+02 4.694146467083455382e-06 1.606933656148612499e-04
7.270000000000000000e+02 5.168552710402158253e-06 2.047589514404535294e-04
7.280000000000000000e+02 4.711197439606730992e-06 1.687566633336245959e-04
7.290000000000000000e+02 4.408330564943760844e-06 1.280495198443531990e-04
7.300000000000000000e+02 4.702335172946532175e-06 1.673742663115262985e-04
7.310000000000000000e+02 4.174208570689862756e-06 1.015687943436205441e-04
7.320000000000000000e+02 4.331585280539739693e-06 1.323783770203590501e-04
7.330000000000000000e+02 4.824593270866850006e-06 1.822648686356842572e-04
7.340000000000000000e+02 4.525701143562651956e-06 1.355464803054928671e-04
7.350000000000000000e+02 4.987910507608370642e-06 2.009525429457426017e-04
7.360000000000000000e+02 4.326490887241172806e-06 1.280381693504750729e-04
7.370000000000000000e+02 4.974151682595874565e-06 1.752148149535059983e-04
7.380000000000000000e+02 4.211967121776974139e-06 9.741141693666576797e-05
7.390000000000000000e+02 4.305292856184688352e-06 1.156581914983689839e-04
7.400000000000000000e+02 4.190542180283898400e-06 9.499303414486348087e-05
7.410000000000000000e+02 4.897825137210169156e-06 1.818427001126110445e-04
7.420000000000000000e+02 4.121032810548280429e-06 1.070528407581150559e-04
7.430000000000000000e+02 4.122669196343061895e-06 8.897661464288831299e-05
7.440000000000000000e+02 4.659379085163868754e-06 1.589703955687582547e-04
7.450000000000000000e+02 4.708923864608344241e-06 1.674451865255832618e-04
7.460000000000000000e+02 4.133978743425843495e-06 1.302646589465439211e-04
7.470000000000000000e+02 4.472581618162990511e-06 1.365409931167960113e-04
7.480000000000000000e+02 4.163298024117013416e-06 1.472460455261170756e-04
7.490000000000000000e+02 4.804507361411576097e-06 1.840221812017261982e-04
7.500000000000000000e+02 4.784523551645934707e-06 1.825688756071031039e-04
7.510000000000000000e+02 4.399933561235961449e-06 1.413212856277823557e-04
7.520000000000000000e+02 4.745993697831225056e-06 1.621499424800276648e-04
7.530000000000000000e+02 4.405483614111752088e-06 1.319310511462390531e-04
7.540000000000000000e+02 4.419093684411555657e-06 1.643787487410008853e-04
7.550000000000000000e+02 5.148966131996627670e-06 2.099482109770178686e-04
7.560000000000000000e+02 4.260715653579671715e-06 1.230688765645027269e-04
7.570000000000000000e+02 4.389424142399627997e-06 1.337191672064363848e-04
7.580000000000000000e+02 4.351422498980674887e-06 1.216470031067729050e-04
7.590000000000000000e+02 3.984779474282168938e-06 9.279717924073337967e-05
7.600000000000000000e+02 4.297294833401615296e-06 1.192461582832038348e-04
7.610000000000000000e+02 4.348827288544031971e-06 1.059241942130029229e-04
7.620000000000000000e+02 4.357733509957664042e-06 1.210012356750667041e-04
7.630000000000000000e+02 4.323914713928710344e-06 1.143358647823333713e-04
7.640000000000000000e+02 4.425681521064560031e-06 1.387616503052413464e-04
7.650000000000000000e+02 4.762167212411065067e-06 1.681149587966501713e-04
7.660000000000000000e+02 4.165409068802771487e-06 9.606147068552672863e-05
7.670000000000000000e+02 4.567164727186315620e-06 1.403469010256230777e-04
7.680000000000000000e+02 4.802653838748119227e-06 1.752840122207999175e-04
7.690000000000000000e+02 4.284753169887341436e-06 1.059679896570742103e-04
7.700000000000000000e+02 4.298042311732303218e-06 1.059586415067315156e-04
7.710000000000000000e+02 4.492773901261236480e-06 1.395417493768036366e-04
7.720000000000000000e+02 4.278971318247966735e-06 1.423015142790973132e-04
7.730000000000000000e+02 4.457672737749800554e-06 1.326297759078443159e-04
7.740000000000000000e+02 4.520050419162104282e-06 1.400973997078835964e-04
