t risk
8.174000000000000000e+03 5.752223968505859375e+00
8.301000000000000000e+03 5.752223968505859375e+00
8.431000000000000000e+03 5.752223968505859375e+00
8.562000000000000000e+03 5.752223491668701172e+00
8.696000000000000000e+03 5.752223014831542969e+00
8.831000000000000000e+03 5.752223968505859375e+00
8.969000000000000000e+03 5.752223968505859375e+00
9.109000000000000000e+03 5.752223014831542969e+00
9.251000000000000000e+03 5.752223968505859375e+00
9.395000000000000000e+03 5.752223968505859375e+00
9.542000000000000000e+03 5.752223491668701172e+00
9.691000000000000000e+03 5.752223968505859375e+00
9.842000000000000000e+03 5.752223968505859375e+00
9.996000000000000000e+03 5.752223491668701172e+00
1.015200000000000000e+04 5.752223491668701172e+00
1.031000000000000000e+04 5.752223968505859375e+00
1.047100000000000000e+04 5.752223491668701172e+00
1.063400000000000000e+04 5.752223491668701172e+00
1.080000000000000000e+04 5.752223491668701172e+00
1.096800000000000000e+04 5.752223491668701172e+00
1.114000000000000000e+04 5.752223491668701172e+00
1.131300000000000000e+04 5.752223491668701172e+00
1.149000000000000000e+04 5.752223491668701172e+00
1.166900000000000000e+04 5.752223491668701172e+00
1.185100000000000000e+04 5.752223014831542969e+00
1.203600000000000000e+04 5.752223491668701172e+00
1.222400000000000000e+04 5.752223968505859375e+00
1.241400000000000000e+04 5.752223014831542969e+00
1.260800000000000000e+04 5.752223014831542969e+00
1.280500000000000000e+04 5.752223014831542969e+00
1.300500000000000000e+04 5.752223014831542969e+00
1.320700000000000000e+04 5.752223014831542969e+00
1.341300000000000000e+04 5.752223014831542969e+00
1.362300000000000000e+04 5.752223014831542969e+00
1.383500000000000000e+04 5.752223014831542969e+00
1.405100000000000000e+04 5.752223014831542969e+00
1.427000000000000000e+04 5.752223491668701172e+00
1.449300000000000000e+04 5.752223014831542969e+00
1.471900000000000000e+04 5.752223014831542969e+00
1.494900000000000000e+04 5.752223014831542969e+00
1.518200000000000000e+04 5.752223014831542969e+00
1.541900000000000000e+04 5.752223014831542969e+00
1.565900000000000000e+04 5.752222061157226562e+00
1.590300000000000000e+04 5.752223014831542969e+00
1.615100000000000000e+04 5.752222061157226562e+00
1.640300000000000000e+04 5.752223014831542969e+00
1.665900000000000000e+04 5.752223014831542969e+00
1.691900000000000000e+04 5.752222061157226562e+00
1.718300000000000000e+04 5.752222061157226562e+00
1.745100000000000000e+04 5.752222061157226562e+00
1.772300000000000000e+04 5.752222061157226562e+00
1.800000000000000000e+04 5.752222061157226562e+00
1.828100000000000000e+04 5.752222061157226562e+00
1.856600000000000000e+04 5.752222061157226562e+00
1.885600000000000000e+04 5.752222061157226562e+00
1.915000000000000000e+04 5.752222061157226562e+00
1.944800000000000000e+04 5.752222061157226562e+00
1.975200000000000000e+04 5.752222061157226562e+00
2.006000000000000000e+04 5.752222061157226562e+00
2.037300000000000000e+04 5.752222061157226562e+00
2.069100000000000000e+04 5.752222061157226562e+00
2.101300000000000000e+04 5.752222061157226562e+00
2.134100000000000000e+04 5.752222061157226562e+00
2.167400000000000000e+04 5.752222061157226562e+00
2.201200000000000000e+04 5.752222061157226562e+00
2.235600000000000000e+04 5.752222061157226562e+00
2.270400000000000000e+04 5.752222061157226562e+00
2.305900000000000000e+04 5.752222061157226562e+00
2.341800000000000000e+04 5.752222061157226562e+00
2.378400000000000000e+04 5.752222061157226562e+00
2.415500000000000000e+04 5.752222061157226562e+00
2.453100000000000000e+04 5.752222061157226562e+00
2.491400000000000000e+04 5.752222061157226562e+00
2.530300000000000000e+04 5.752222061157226562e+00
2.569700000000000000e+04 5.752222061157226562e+00
2.609800000000000000e+04 5.752222061157226562e+00
2.650500000000000000e+04 5.752222061157226562e+00
2.691900000000000000e+04 5.752222061157226562e+00
2.733900000000000000e+04 5.752222061157226562e+00
2.776500000000000000e+04 5.752222061157226562e+00
2.819800000000000000e+04 5.752222061157226562e+00
2.863800000000000000e+04 5.752222061157226562e+00
2.908500000000000000e+04 5.752223491668701172e+00
2.953900000000000000e+04 5.752222061157226562e+00
3.000000000000000000e+04 5.752222061157226562e+00
3.046800000000000000e+04 5.752222061157226562e+00
3.094300000000000000e+04 5.752222061157226562e+00
3.142600000000000000e+04 5.752222061157226562e+00
3.191600000000000000e+04 5.752223491668701172e+00
3.241400000000000000e+04 5.752222061157226562e+00
3.291900000000000000e+04 5.752222061157226562e+00
3.343300000000000000e+04 5.752222061157226562e+00
3.395400000000000000e+04 5.752222061157226562e+00
3.448400000000000000e+04 5.752222061157226562e+00
3.502200000000000000e+04 5.752222061157226562e+00
3.556800000000000000e+04 5.752222061157226562e+00
3.612300000000000000e+04 5.752222061157226562e+00
3.668700000000000000e+04 5.752222061157226562e+00
3.725900000000000000e+04 5.752222061157226562e+00
3.784000000000000000e+04 5.752222061157226562e+00
3.843000000000000000e+04 5.752222061157226562e+00
3.903000000000000000e+04 5.752222061157226562e+00
3.963900000000000000e+04 5.752222061157226562e+00
4.025700000000000000e+04 5.752222061157226562e+00
4.088500000000000000e+04 5.752222061157226562e+00
4.152300000000000000e+04 5.752222061157226562e+00
4.217100000000000000e+04 5.752222061157226562e+00
4.282800000000000000e+04 5.752222061157226562e+00
4.349700000000000000e+04 5.752222061157226562e+00
4.417500000000000000e+04 5.752222061157226562e+00
4.486400000000000000e+04 5.752222061157226562e+00
4.556400000000000000e+04 5.752222061157226562e+00
4.627500000000000000e+04 5.752222061157226562e+00
4.699700000000000000e+04 5.752222061157226562e+00
4.773000000000000000e+04 5.752222061157226562e+00
4.847400000000000000e+04 5.752222061157226562e+00
4.923100000000000000e+04 5.752222061157226562e+00
4.999900000000000000e+04 5.752222061157226562e+00
