epoch train test
473.000 99.748 72.890
474.000 99.768 73.150
475.000 99.614 72.630
476.000 99.722 73.700
477.000 99.802 73.110
478.000 99.702 72.650
479.000 99.698 72.940
480.000 99.718 73.080
481.000 99.780 73.120
482.000 99.780 73.540
483.000 99.686 72.170
484.000 99.804 72.750
485.000 99.794 72.820
486.000 99.806 72.710
487.000 99.792 73.310
488.000 99.798 72.780
489.000 99.760 73.270
490.000 99.788 72.940
491.000 99.756 73.090
492.000 99.818 72.860
493.000 99.804 73.040
494.000 99.798 73.200
495.000 99.776 72.440
496.000 99.816 73.100
497.000 99.778 73.070
498.000 99.786 72.720
499.000 99.822 73.090
500.000 99.810 72.790
501.000 99.820 73.340
502.000 99.752 72.840
503.000 99.780 72.960
504.000 99.770 73.430
505.000 99.698 73.170
506.000 99.800 73.060
507.000 99.830 73.010
508.000 99.830 72.530
509.000 99.790 73.270
510.000 99.836 72.950
511.000 99.838 73.060
512.000 99.766 72.400
513.000 99.868 72.680
514.000 99.822 72.940
515.000 99.790 73.480
516.000 99.858 73.020
517.000 99.758 73.160
518.000 99.830 73.300
519.000 99.812 72.880
520.000 99.808 73.010
521.000 99.846 73.260
522.000 99.828 72.790
523.000 99.784 73.070
524.000 99.828 72.850
525.000 99.798 73.140
526.000 99.838 72.860
527.000 99.866 72.940
528.000 99.854 72.950
529.000 99.806 73.190
530.000 99.834 72.780
531.000 99.846 72.870
532.000 99.844 72.950
533.000 99.828 73.280
534.000 99.854 73.200
535.000 99.838 73.200
536.000 99.838 72.640
537.000 99.802 72.640
538.000 99.864 72.880
539.000 99.854 72.550
540.000 99.870 73.150
541.000 99.876 73.260
542.000 99.884 73.350
543.000 99.866 73.080
544.000 99.874 72.730
545.000 99.880 73.260
546.000 99.858 73.150
547.000 99.868 73.270
548.000 99.838 73.060
549.000 99.872 73.310
550.000 99.850 73.310
551.000 99.896 72.960
552.000 99.874 73.040
553.000 99.908 72.960
554.000 99.904 72.970
555.000 99.888 72.870
556.000 99.884 73.360
557.000 99.886 72.880
558.000 99.912 72.800
559.000 99.882 72.790
560.000 99.872 73.040
561.000 99.898 73.160
562.000 99.838 73.140
563.000 99.908 73.240
564.000 99.880 73.500
565.000 99.858 72.850
566.000 99.886 73.090
567.000 99.868 72.790
568.000 99.894 73.060
569.000 99.890 73.370
570.000 99.900 73.410
571.000 99.884 73.290
572.000 99.878 72.980
573.000 99.900 73.050
574.000 99.862 72.460
575.000 99.900 73.370
576.000 99.930 72.870
577.000 99.874 72.580
578.000 99.906 73.280
579.000 99.908 72.960
580.000 99.884 73.150
581.000 99.902 73.130
582.000 99.906 73.510
583.000 99.898 73.370
584.000 99.912 73.160
585.000 99.882 73.080
586.000 99.890 72.940
587.000 99.898 72.940
588.000 99.894 73.160
589.000 99.924 72.820
590.000 99.906 73.040
591.000 99.944 73.140
592.000 99.894 73.090
593.000 99.860 72.960
594.000 99.920 73.080
595.000 99.926 73.130
596.000 99.916 72.850
597.000 99.870 72.700
598.000 99.888 73.010
599.000 99.896 73.080
600.000 99.884 72.910
601.000 99.920 72.790
602.000 99.838 72.900
603.000 99.932 73.320
604.000 99.888 72.870
605.000 99.918 73.360
606.000 99.924 73.030
607.000 99.904 72.880
608.000 99.904 72.760
609.000 99.904 72.710
610.000 99.918 73.500
611.000 99.912 72.970
612.000 99.910 73.030
613.000 99.924 73.280
614.000 99.916 73.170
615.000 99.906 73.310
616.000 99.898 72.970
617.000 99.920 73.250
618.000 99.930 73.330
619.000 99.928 73.300
620.000 99.940 73.270
621.000 99.912 73.450
622.000 99.948 73.450
623.000 99.932 73.330
624.000 99.932 73.240
625.000 99.940 73.090
626.000 99.924 73.350
627.000 99.942 73.270
628.000 99.928 73.230
629.000 99.928 72.900
630.000 99.930 72.830
631.000 99.936 73.050
632.000 99.930 72.850
633.000 99.938 73.330
634.000 99.938 73.410
635.000 99.928 73.140
636.000 99.946 73.240
637.000 99.932 73.180
638.000 99.920 73.740
639.000 99.930 72.870
640.000 99.930 73.290
641.000 99.952 73.240
642.000 99.952 73.160
643.000 99.936 73.310
644.000 99.928 72.680
645.000 99.938 73.270
646.000 99.928 73.350
647.000 99.920 73.060
648.000 99.942 73.530
649.000 99.942 73.300
650.000 99.938 73.240
651.000 99.940 73.220
652.000 99.900 73.280
653.000 99.936 72.920
654.000 99.932 73.190
655.000 99.948 72.960
656.000 99.922 72.980
657.000 99.916 73.250
658.000 99.950 73.170
659.000 99.930 73.540
660.000 99.934 73.350
661.000 99.950 73.150
662.000 99.944 73.130
663.000 99.950 73.250
664.000 99.962 73.380
665.000 99.946 73.430
666.000 99.930 72.800
667.000 99.952 73.390
668.000 99.922 73.850
669.000 99.948 73.190
670.000 99.952 73.300
671.000 99.972 73.590
672.000 99.956 73.270
673.000 99.954 73.370
674.000 99.944 73.210
675.000 99.936 73.500
676.000 99.960 72.780
677.000 99.942 73.460
678.000 99.954 73.260
679.000 99.964 73.060
680.000 99.936 73.460
681.000 99.954 73.490
682.000 99.958 73.410
683.000 99.948 73.270
684.000 99.946 72.840
685.000 99.960 73.310
686.000 99.930 73.180
687.000 99.960 73.170
688.000 99.960 73.560
689.000 99.942 73.380
690.000 99.962 73.270
691.000 99.944 73.580
692.000 99.972 73.180
693.000 99.952 73.370
694.000 99.964 73.600
695.000 99.978 73.600
696.000 99.946 73.440
697.000 99.952 73.390
698.000 99.954 73.780
699.000 99.966 73.340
700.000 99.956 73.610
701.000 99.958 73.660
702.000 99.960 73.290
703.000 99.932 73.520
704.000 99.948 73.510
705.000 99.960 73.530
706.000 99.970 73.500
707.000 99.972 73.790
708.000 99.954 73.590
709.000 99.972 73.410
710.000 99.964 73.430
711.000 99.956 73.590
712.000 99.972 73.220
713.000 99.964 73.500
714.000 99.974 73.400
715.000 99.964 73.180
716.000 99.964 73.820
717.000 99.970 73.500
718.000 99.962 73.580
719.000 99.972 73.890
720.000 99.964 73.310
721.000 99.942 73.370
722.000 99.970 73.590
723.000 99.974 73.190
724.000 99.954 73.310
725.000 99.954 73.450
726.000 99.958 73.340
727.000 99.954 73.400
728.000 99.966 73.400
729.000 99.964 73.200
730.000 99.948 72.990
731.000 99.966 73.220
732.000 99.954 73.280
733.000 99.972 73.510
734.000 99.950 72.930
735.000 99.974 73.420
736.000 99.976 73.390
737.000 99.950 73.060
